date,loc_grand_name,DayDeaMeRaA00S00V00,TotDeaMeRaA00S00V00,DayDeaMeRaA00S00V00_CF2,DayDeaMeRaA00S00V00_CF5,TotDeaMeRaA00S00V00_CF2,TotDeaMeRaA00S00V00_CF5,DayCasMeRaA00S00V00,TotCasMeRaA00S00V00,DayCasMeRaA00S00V00_CF2,DayCasMeRaA00S00V00_CF5,TotCasMeRaA00S00V00_CF2,TotCasMeRaA00S00V00_CF5,TotRecMeRaA00S00V00,DayRecMeRaA00S00V00,DayCfrMeRaA00S00V00,DayActMeRaA00S00V00,DayDeaMeRaA00multip,DayDeaMeRaA00S00V00P1V,DayDeaMeRaA00S00V00P1D,DayDeaMeRaA00S00V00P2V,DayDeaMeRaA00S00V00P2D,DayDeaMeRaA00S00V00P3V,DayDeaMeRaA00S00V00P3D,DayDeaMeRaA00S00V00P5D,DayDeaMeRaA00S00V00P5V,DayDeaMeRaA00S00V00P6D,DayDeaMeRaA00S00V00P6V,DayCasMeRaA00S00V00P1V,DayCasMeRaA00S00V00P1D,DayCasMeRaA00S00V00P2V,DayCasMeRaA00S00V00P2D,DayCasMeRaA00S00V00P3V,DayCasMeRaA00S00V00P3D,DayCasMeRaA00S00V00P5D,DayCasMeRaA00S00V00P5V,DayCasMeRaA00S00V00P6D,DayCasMeRaA00S00V00P6V,TotDeaMeRaA01S00V03,TotDeaLoRaA01S00V03,TotDeaUpRaA01S00V03,DayDeaMeRaA01S00V03,DayDeaLoRaA01S00V03,DayDeaUpRaA01S00V03,TotCasMeRaA01S00V03,TotCasLoRaA01S00V03,TotCasUpRaA01S00V03,DayCasMeRaA01S00V03,DayCasLoRaA01S00V03,DayCasUpRaA01S00V03,DayActMeRaA01S00V03,DayHosMeRaA01S00V03,DayVenMeRaA01S00V03,TotHosMeRaA01S00V03,DayCfrMeRaA01S00V03,DayCfrLoRaA01S00V03,DayCfrUpRaA01S00V03,DayDeMMeRaA01S00V03,DayCaMMeRaA01S00V03,DayCbDMeRaA01S00V03,DayDMuMeRaA01S00V03,DayDeaMeRaA01S00V03P7V,DayDeaMeRaA01S00V03P7D,DayDeaLoRaA01S00V03P7V,DayDeaUpRaA01S00V03P7V,DayDeaMeRaA01S00V03P8V,DayDeaMeRaA01S00V03P8D,DayDeaLoRaA01S00V03P8V,DayDeaUpRaA01S00V03P8V,DayCasMeRaA01S00V03P7D,DayCasMeRaA01S00V03P7V,DayCasLoRaA01S00V03P7V,DayCasUpRaA01S00V03P7V,DayCasMeRaA01S00V03P8V,DayCasMeRaA01S00V03P8D,DayCasLoRaA01S00V03P8V,DayCasUpRaA01S00V03P8V,DayBedMeSmA02S01V03,DayBedUpSmA02S01V03,DayBedLoSmA02S01V03,DayIcuMeSmA02S01V03,DayIcuUpSmA02S01V03,DayIcuLoSmA02S01V03,DayVenMeSmA02S01V03,DayVenUpSmA02S01V03,DayVenLoSmA02S01V03,DayAdmMeSmA02S01V03,DayAdmUpSmA02S01V03,DayAdmLoSmA02S01V03,DayIcnMeSmA02S01V03,DayIcnUpSmA02S01V03,DayIcnLoSmA02S01V03,DayBeoMeSmA02S01V03,DayBeoUpSmA02S01V03,DayBeoLoSmA02S01V03,DayIcoMeSmA02S01V03,DayIcoUpSmA02S01V03,DayIcoLoSmA02S01V03,DayDeaMeRaA02S01V03,DayDeaLoRaA02S01V03,DayDeaUpRaA02S01V03,TotDeaMeRaA02S01V03,TotDeaLoRaA02S01V03,TotDeaUpRaA02S01V03,DayDeaMeSmA02S01V03,DayDeaLoSmA02S01V03,DayDeaUpSmA02S01V03,TotDeaMeSmA02S01V03,TotDeaLoSmA02S01V03,TotDeaUpSmA02S01V03,TotTesMeSmA02S01V03,DayCasMeRaA02S01V03,DayCasLoRaA02S01V03,DayCasUpRaA02S01V03,TotCasMeRaA02S01V03,TotCasUpRaA02S01V03,TotCasLoRaA02S01V03,TotSerMeSmA02S01V03,TotSerLoSmA02S01V03,TotSerUpSmA02S01V03,DayDeaMeRaA02S02V03,DayDeaLoRaA02S02V03,DayDeaUpRaA02S02V03,TotDeaMeRaA02S02V03,TotDeaLoRaA02S02V03,TotDeaUpRaA02S02V03,DayDeaMeSmA02S02V03,DayDeaLoSmA02S02V03,DayDeaUpSmA02S02V03,TotDeaMeSmA02S02V03,TotDeaLoSmA02S02V03,TotDeaUpSmA02S02V03,TotTesMeSmA02S02V03,DayCasMeRaA02S02V03,DayCasLoRaA02S02V03,DayCasUpRaA02S02V03,TotCasMeRaA02S02V03,TotCasUpRaA02S02V03,TotCasLoRaA02S02V03,TotSerMeSmA02S02V03,TotSerLoSmA02S02V03,TotSerUpSmA02S02V03,DayDeaMeRaA02S03V03,DayDeaLoRaA02S03V03,DayDeaUpRaA02S03V03,TotDeaMeRaA02S03V03,TotDeaLoRaA02S03V03,TotDeaUpRaA02S03V03,DayDeaMeSmA02S03V03,DayDeaLoSmA02S03V03,DayDeaUpSmA02S03V03,TotDeaMeSmA02S03V03,TotDeaLoSmA02S03V03,TotDeaUpSmA02S03V03,TotTesMeSmA02S03V03,DayCasMeRaA02S03V03,DayCasLoRaA02S03V03,DayCasUpRaA02S03V03,TotCasMeRaA02S03V03,TotCasUpRaA02S03V03,TotCasLoRaA02S03V03,TotSerMeSmA02S03V03,TotSerLoSmA02S03V03,TotSerUpSmA02S03V03,deaths_mean_p100k_rate,deaths_lower_p100k_rate,deaths_upper_p100k_rate,totdea_mean_p100k_rate,totdea_lower_p100k_rate,totdea_upper_p100k_rate,deaths_mean_smoothed_p100k_rate,deaths_lower_smoothed_p100k_rate,deaths_upper_smoothed_p100k_rate,totdea_mean_smoothed_p100k_rate,totdea_lower_smoothed_p100k_rate,totdea_upper_smoothed_p100k_rate,confirmed_infections_p100k_rate,est_infections_mean_p100k_rate,est_infections_lower_p100k_rate,est_infections_upper_p100k_rate,DayCfrMeRaA02S01V03,DayCfrLoRaA02S01V03,DayCfrUpRaA02S01V03,DayCfrMeRaA02S02V03,DayCfrLoRaA02S02V03,DayCfrUpRaA02S02V03,DayCfrMeRaA02S03V03,DayCfrLoRaA02S03V03,DayCfrUpRaA02S03V03,DayDeMMeSmA02S01V03,DayCaMMeRaA02S01V03,DayCbDMeRaA02S01V03,DayDMuMeRaA02S01V03,DayDeaMeRaA02S01V03P1V,DayDeaMeRaA02S01V03P1D,DayDeaLoRaA02S01V03P1V,DayDeaUpRaA02S01V03P1V,DayDeaMeRaA02S01V03P2V,DayDeaMeRaA02S01V03P2D,DayDeaLoRaA02S01V03P2V,DayDeaUpRaA02S01V03P2V,DayDeaMeRaA02S01V03P3V,DayDeaMeRaA02S01V03P3D,DayDeaLoRaA02S01V03P3V,DayDeaUpRaA02S01V03P3V,DayDeaMeRaA02S01V03P4V,DayDeaMeRaA02S01V03P4D,DayDeaLoRaA02S01V03P4V,DayDeaUpRaA02S01V03P4V,A02DZ,DayDeaMeRaA02S01V03P8V,DayDeaLoRaA02S01V03P8V,DayDeaUpRaA02S01V03P8V,DayDeaMeSmA02S02V03P4V,DayDeaMeSmA02S02V03P4D,DayDeaLoSmA02S02V03P4V,DayDeaUpSmA02S02V03P4V,DayDeaMeSmA02S02V03P8V,DayDeaLoSmA02S02V03P8V,DayDeaUpSmA02S02V03P8V,DayDeaMeSmA02S03V03P4V,DayDeaMeSmA02S03V03P4D,DayDeaLoSmA02S03V03P4V,DayDeaUpSmA02S03V03P4V,DayDeaMeSmA02S03V03P8V,DayDeaLoSmA02S03V03P8V,DayDeaUpSmA02S03V03P8V,DayCasMeRaA02S01V03P1V,DayCasMeRaA02S01V03P1D,DayCasLoRaA02S01V03P1V,DayCasUpRaA02S01V03P1V,DayCasMeRaA02S01V03P2V,DayCasMeRaA02S01V03P2D,DayCasLoRaA02S01V03P2V,DayCasUpRaA02S01V03P2V,DayCasMeRaA02S01V03P3V,DayCasMeRaA02S01V03P3D,DayCasLoRaA02S01V03P3V,DayCasUpRaA02S01V03P3V,DayCasMeRaA02S01V03P4V,DayCasMeRaA02S01V03P4D,DayCasLoRaA02S01V03P4V,DayCasUpRaA02S01V03P4V,DayCasMeRaA02S01V03P8V,DayCasLoRaA02S01V03P8V,DayCasUpRaA02S01V03P8V,DayCasMeRaA02S02V03P4V,DayCasMeRaA02S02V03P4D,DayCasLoRaA02S02V03P4V,DayCasUpRaA02S02V03P4V,DayCasMeRaA02S02V03P8V,DayCasLoRaA02S02V03P8V,DayCasUpRaA02S02V03P8V,DayCasMeRaA02S03V03P4V,DayCasMeRaA02S03V03P4D,DayCasLoRaA02S03V03P4V,DayCasUpRaA02S03V03P4V,DayCasMeRaA02S03V03P8V,DayCasLoRaA02S03V03P8V,DayCasUpRaA02S03V03P8V,TotDeaMeRaA03S01V07,TotDeaLoRaA03S01V07,TotDeaUpRaA03S01V07,TotDeaMeRaA03S02V07,TotDeaLoRaA03S02V07,TotDeaUpRaA03S02V07,TotDeaMeRaA03S03V07,TotDeaLoRaA03S03V07,TotDeaUpRaA03S03V07,TotDeaMeRaA03S04V07,TotDeaLoRaA03S04V07,TotDeaUpRaA03S04V07,TotDeaMeRaA03S05V07,TotDeaLoRaA03S05V07,TotDeaUpRaA03S05V07,TotDeaMeRaA03S06V07,TotDeaLoRaA03S06V07,TotDeaUpRaA03S06V07,DayDeaMeRaA03S01V07,DayDeaLoRaA03S01V07,DayDeaUpRaA03S01V07,DayDeaMeRaA03S02V07,DayDeaLoRaA03S02V07,DayDeaUpRaA03S02V07,DayDeaMeRaA03S03V07,DayDeaLoRaA03S03V07,DayDeaUpRaA03S03V07,DayDeaMeRaA03S04V07,DayDeaLoRaA03S04V07,DayDeaUpRaA03S04V07,DayDeaMeRaA03S05V07,DayDeaLoRaA03S05V07,DayDeaUpRaA03S05V07,DayDeaMeRaA03S06V07,DayDeaLoRaA03S06V07,DayDeaUpRaA03S06V07,TotCasMeRaA03S01V07,TotCasLoRaA03S01V07,TotCasUpRaA03S01V07,TotCasMeRaA03S02V07,TotCasLoRaA03S02V07,TotCasUpRaA03S02V07,TotCasMeRaA03S03V07,TotCasLoRaA03S03V07,TotCasUpRaA03S03V07,TotCasMeRaA03S04V07,TotCasLoRaA03S04V07,TotCasUpRaA03S04V07,TotCasMeRaA03S05V07,TotCasLoRaA03S05V07,TotCasUpRaA03S05V07,TotCasMeRaA03S06V07,TotCasLoRaA03S06V07,TotCasUpRaA03S06V07,DayCasMeRaA03S01V07,DayCasLoRaA03S01V07,DayCasUpRaA03S01V07,DayCasMeRaA03S02V07,DayCasLoRaA03S02V07,DayCasUpRaA03S02V07,DayCasMeRaA03S03V07,DayCasLoRaA03S03V07,DayCasUpRaA03S03V07,DayCasMeRaA03S04V07,DayCasLoRaA03S04V07,DayCasUpRaA03S04V07,DayCasMeRaA03S05V07,DayCasLoRaA03S05V07,DayCasUpRaA03S05V07,DayCasMeRaA03S06V07,DayCasLoRaA03S06V07,DayCasUpRaA03S06V07,DayHodLoRaA03S01V07,DayHodMeRaA03S01V07,DayHodUpRaA03S01V07,DayHodLoRaA03S02V07,DayHodMeRaA03S02V07,DayHodUpRaA03S02V07,DayHodLoRaA03S03V07,DayHodMeRaA03S03V07,DayHodUpRaA03S03V07,DayHodLoRaA03S04V07,DayHodMeRaA03S04V07,DayHodUpRaA03S04V07,DayHodLoRaA03S05V07,DayHodMeRaA03S05V07,DayHodUpRaA03S05V07,DayHodLoRaA03S06V07,DayHodMeRaA03S06V07,DayHodUpRaA03S06V07,DayHoiLoRaA03S01V07,DayHoiMeRaA03S01V07,DayHoiUpRaA03S01V07,DayHoiLoRaA03S02V07,DayHoiMeRaA03S02V07,DayHoiUpRaA03S02V07,DayHoiLoRaA03S03V07,DayHoiMeRaA03S03V07,DayHoiUpRaA03S03V07,DayHoiLoRaA03S04V07,DayHoiMeRaA03S04V07,DayHoiUpRaA03S04V07,DayHoiLoRaA03S05V07,DayHoiMeRaA03S05V07,DayHoiUpRaA03S05V07,DayHoiLoRaA03S06V07,DayHoiMeRaA03S06V07,DayHoiUpRaA03S06V07,DayIcdLoRaA03S01V07,DayIcdMeRaA03S01V07,DayIcdUpRaA03S01V07,DayIcdLoRaA03S02V07,DayIcdMeRaA03S02V07,DayIcdUpRaA03S02V07,DayIcdLoRaA03S03V07,DayIcdMeRaA03S03V07,DayIcdUpRaA03S03V07,DayIcdLoRaA03S04V07,DayIcdMeRaA03S04V07,DayIcdUpRaA03S04V07,DayIcdLoRaA03S05V07,DayIcdMeRaA03S05V07,DayIcdUpRaA03S05V07,DayIcdLoRaA03S06V07,DayIcdMeRaA03S06V07,DayIcdUpRaA03S06V07,DayIciLoRaA03S01V07,DayIciMeRaA03S01V07,DayIciUpRaA03S01V07,DayIciLoRaA03S02V07,DayIciMeRaA03S02V07,DayIciUpRaA03S02V07,DayIciLoRaA03S03V07,DayIciMeRaA03S03V07,DayIciUpRaA03S03V07,DayIciLoRaA03S04V07,DayIciMeRaA03S04V07,DayIciUpRaA03S04V07,DayIciLoRaA03S05V07,DayIciMeRaA03S05V07,DayIciUpRaA03S05V07,DayIciLoRaA03S06V07,DayIciMeRaA03S06V07,DayIciUpRaA03S06V07,DayPreLoRaA03S01V07,DayPreMeRaA03S01V07,DayPreUpRaA03S01V07,DayPreLoRaA03S02V07,DayPreMeRaA03S02V07,DayPreUpRaA03S02V07,DayPreLoRaA03S03V07,DayPreMeRaA03S03V07,DayPreUpRaA03S03V07,DayPreLoRaA03S04V07,DayPreMeRaA03S04V07,DayPreUpRaA03S04V07,DayPreLoRaA03S05V07,DayPreMeRaA03S05V07,DayPreUpRaA03S05V07,DayPreLoRaA03S06V07,DayPreMeRaA03S06V07,DayPreUpRaA03S06V07,DayRefLoRaA03S01V07,DayRefMeRaA03S01V07,DayRefUpRaA03S01V07,DayRefLoRaA03S02V07,DayRefMeRaA03S02V07,DayRefUpRaA03S02V07,DayRefLoRaA03S03V07,DayRefMeRaA03S03V07,DayRefUpRaA03S03V07,DayRefLoRaA03S04V07,DayRefMeRaA03S04V07,DayRefUpRaA03S04V07,DayRefLoRaA03S05V07,DayRefMeRaA03S05V07,DayRefUpRaA03S05V07,DayRefLoRaA03S06V07,DayRefMeRaA03S06V07,DayRefUpRaA03S06V07,DayRttLoRaA03S01V07,DayRttMeRaA03S01V07,DayRttUpRaA03S01V07,DayRttLoRaA03S02V07,DayRttMeRaA03S02V07,DayRttUpRaA03S02V07,DayRttLoRaA03S03V07,DayRttMeRaA03S03V07,DayRttUpRaA03S03V07,DayRttLoRaA03S04V07,DayRttMeRaA03S04V07,DayRttUpRaA03S04V07,DayRttLoRaA03S05V07,DayRttMeRaA03S05V07,DayRttUpRaA03S05V07,DayRttLoRaA03S06V07,DayRttMeRaA03S06V07,DayRttUpRaA03S06V07,DayCfrMeRaA03S01V07,DayCfrLoRaA03S01V07,DayCfrUpRaA03S01V07,DayCfrMeRaA03S02V07,DayCfrLoRaA03S02V07,DayCfrUpRaA03S02V07,DayCfrMeRaA03S03V07,DayCfrLoRaA03S03V07,DayCfrUpRaA03S03V07,DayCfrMeRaA03S04V07,DayCfrLoRaA03S04V07,DayCfrUpRaA03S04V07,DayCfrMeRaA03S05V07,DayCfrLoRaA03S05V07,DayCfrUpRaA03S05V07,DayCfrMeRaA03S06V07,DayCfrLoRaA03S06V07,DayCfrUpRaA03S06V07,DayDeMMeRaA03S02V07,DayCaMMeRaA03S02V07,DayCbDMeRaA03S02V07,DayDMuMeRaA03S02V07,DayDeaMeRaA03S02V07P1V,DayDeaMeRaA03S02V07P1D,DayDeaLoRaA03S02V07P1V,DayDeaUpRaA03S02V07P1V,DayDeaMeRaA03S02V07P2V,DayDeaMeRaA03S02V07P2D,DayDeaLoRaA03S02V07P2V,DayDeaUpRaA03S02V07P2V,DayDeaMeRaA03S02V07P3V,DayDeaMeRaA03S02V07P3D,DayDeaLoRaA03S02V07P3V,DayDeaUpRaA03S02V07P3V,A03DZ,DayDeaMeRaA03S02V07P8V,DayDeaLoRaA03S02V07P8V,DayDeaUpRaA03S02V07P8V,DayDeaMeRaA03S01V07P1V,DayDeaMeRaA03S01V07P1D,DayDeaLoRaA03S01V07P1V,DayDeaUpRaA03S01V07P1V,DayDeaMeRaA03S01V07P2V,DayDeaMeRaA03S01V07P2D,DayDeaLoRaA03S01V07P2V,DayDeaUpRaA03S01V07P2V,DayDeaMeRaA03S01V07P3V,DayDeaMeRaA03S01V07P3D,DayDeaLoRaA03S01V07P3V,DayDeaUpRaA03S01V07P3V,DayDeaMeRaA03S01V07P8,DayDeaLoRaA03S01V07P8,DayDeaUpRaA03S01V07P8,DayDeaMeRaA03S03V07P1V,DayDeaMeRaA03S03V07P1D,DayDeaLoRaA03S03V07P1V,DayDeaUpRaA03S03V07P1V,DayDeaMeRaA03S03V07P2V,DayDeaMeRaA03S03V07P2D,DayDeaLoRaA03S03V07P2V,DayDeaUpRaA03S03V07P2V,DayDeaMeRaA03S03V07P3V,DayDeaMeRaA03S03V07P3D,DayDeaLoRaA03S03V07P3V,DayDeaUpRaA03S03V07P3V,DayDeaMeRaA03S03V07P5V,DayDeaMeRaA03S03V07P5D,DayDeaLoRaA03S03V07P5V,DayDeaUpRaA03S03V07P5V,DayDeaMeRaA03S03V07P8,DayDeaLoRaA03S03V07P8,DayDeaUpRaA03S03V07P8,DayCasMeRaA03S02V07P1V,DayCasMeRaA03S02V07P1D,DayCasLoRaA03S02V07P1V,DayCasUpRaA03S02V07P1V,DayCasMeRaA03S02V07P2V,DayCasMeRaA03S02V07P2D,DayCasLoRaA03S02V07P2V,DayCasUpRaA03S02V07P2V,DayCasMeRaA03S02V07P3V,DayCasMeRaA03S02V07P3D,DayCasLoRaA03S02V07P3V,DayCasUpRaA03S02V07P3V,DayCasMeRaA03S02V07P8V,DayCasLoRaA03S02V07P8V,DayCasUpRaA03S02V07P8V,DayCasMeRaA03S01V07P1V,DayCasMeRaA03S01V07P1D,DayCasLoRaA03S01V07P1V,DayCasUpRaA03S01V07P1V,DayCasMeRaA03S01V07P2V,DayCasMeRaA03S01V07P2D,DayCasLoRaA03S01V07P2V,DayCasUpRaA03S01V07P2V,DayCasMeRaA03S01V07P3V,DayCasMeRaA03S01V07P3D,DayCasLoRaA03S01V07P3V,DayCasUpRaA03S01V07P3V,DayCasMeRaA03S01V07P8V,DayCasLoRaA03S01V07P8V,DayCasUpRaA03S01V07P8V,DayCasMeRaA03S03V07P1V,DayCasMeRaA03S03V07P1D,DayCasLoRaA03S03V07P1V,DayCasUpRaA03S03V07P1V,DayCasMeRaA03S03V07P2V,DayCasMeRaA03S03V07P2D,DayCasLoRaA03S03V07P2V,DayCasUpRaA03S03V07P2V,DayCasMeRaA03S03V07P3V,DayCasMeRaA03S03V07P3D,DayCasLoRaA03S03V07P3V,DayCasUpRaA03S03V07P3V,DayCasMeRaA03S03V07P4V,DayCasMeRaA03S03V07P4D,DayCasLoRaA03S03V07P4V,DayCasUpRaA03S03V07P4V,DayCasMeRaA03S03V07P8V,DayCasLoRaA03S03V07P8V,DayCasUpRaA03S03V07P8V,TotDeaLoRaA04S00V02,TotDeaMeRaA04S00V02,TotDeaUpRaA04S00V02,DayDeaLoRaA04S00V02,DayDeaMeRaA04S00V02,DayDeaUpRaA04S00V02,TotCasLoRaA04S00V02,TotCasMeRaA04S00V02,TotCasUpRaA04S00V02,DayCasLoRaA04S00V02,DayCasMeRaA04S00V02,DayCasUpRaA04S00V02,DayCfrMeRaA04S00V02,DayCfrLoRaA04S00V02,DayCfrUpRaA04S00V02,DayDeMMeRaA04S00V02,DayCaMMeRaA04S00V02,DayCbDMeRaA04S00V02,DayDMuMeRaA04S00V02,DayDeaMeRaA04S00V02P1V,DayDeaMeRaA04S00V02P1D,DayDeaLoRaA04S00V02P1V,DayDeaUpRaA04S00V02P1V,DayDeaMeRaA04S00V02P2V,DayDeaMeRaA04S00V02P2D,DayDeaLoRaA04S00V02P2V,DayDeaUpRaA04S00V02P2V,DayDeaMeRaA04S00V02P3V,DayDeaMeRaA04S00V02P3D,DayDeaLoRaA04S00V02P3V,DayDeaUpRaA04S00V02P3V,A04DA,DayDeaMeRaA04S00V02P7V,DayDeaLoRaA04S00V02P7V,DayDeaUpRaA04S00V02P7V,A04DZ,DayDeaMeRaA04S00V02P8V,DayDeaLoRaA04S00V02P8V,DayDeaUpRaA04S00V02P8V,DayCasMeRaA04S00V02P1V,DayCasMeRaA04S00V02P1D,DayCasLoRaA04S00V02P1V,DayCasUpRaA04S00V02P1V,DayCasMeRaA04S00V02P2V,DayCasMeRaA04S00V02P2D,DayCasLoRaA04S00V02P2V,DayCasUpRaA04S00V02P2V,DayCasMeRaA04S00V02P3V,DayCasMeRaA04S00V02P3D,DayCasLoRaA04S00V02P3V,DayCasUpRaA04S00V02P3V,DayCasMeRaA04S00V02P7V,DayCasLoRaA04S00V02P7V,DayCasUpRaA04S00V02P7V,DayCasMeRaA04S00V02P8V,DayCasLoRaA04S00V02P8V,DayCasUpRaA04S00V02P8V,TotCasUpRaA05S00V02,TotDeaMeRaA05S00V02,TotDeaLoRaA05S00V02,TotDeaUpRaA05S00V02,TotCasMeRaA05S00V02,TotCasLoRaA05S00V02,DayDeaMeRaA05S00V02,DayDeaLoRaA05S00V02,DayDeaUpRaA05S00V02,DayCasMeRaA05S00V02,DayCasLoRaA05S00V02,DayCasUpRaA05S00V02,DayCfrMeRaA05S00V02,DayCfrLoRaA05S00V02,DayCfrUpRaA05S00V02,DayDeMMeRaA05S00V02,DayCaMMeRaA05S00V02,DayCbDMeRaA05S00V02,DayDMuMeRaA05S00V02,DayDeaMeRaA05S00V02P7D,DayDeaMeRaA05S00V02P7V,DayDeaLoRaA05S00V02P7V,DayDeaUpRaA05S00V02P7V,DayDeaMeRaA05S00V02P8D,DayDeaMeRaA05S00V02P8V,DayDeaLoRaA05S00V02P8V,DayDeaUpRaA05S00V02P8V,DayCasMeRaA05S00V02P7D,DayCasMeRaA05S00V02P7V,DayCasLoRaA05S00V02P7V,DayCasUpRaA05S00V02P7V,DayCasMeRaA05S00V02P8D,DayCasMeRaA05S00V02P8V,DayCasLoRaA05S00V02P8V,DayCasUpRaA05S00V02P8V,DayActMeRaA06S01V00,DayActMeRaA06S02V00,DayActMeRaA06S01V00P1V,DayActMeRaA06S01V00P1D,DayActMeRaA06S02V00P1V,DayActMeRaA06S02V00P1D,DayActMeRaA06S01V00P2V,DayActMeRaA06S01V00P2D,DayActMeRaA06S02V00P2V,DayActMeRaA06S02V00P2D,DayActMeRaA06S01V00P3V,DayActMeRaA06S01V00P3D,DayActMeRaA06S02V00P3V,DayActMeRaA06S02V00P3D,DayActMeRaA06S01V00P4V,DayActMeRaA06S01V00P4D,DayActMeRaA06S02V00P4V,DayActMeRaA06S02V00P4D,DayActMeRaA07S09V00,DayActMeRaA07S09V00P2V,DayActMeRaA07S09V00P2D,DayCTDMeRaA00S00V00,TotCTDMeRaA00S00V00,DayCTDMeRaA01S00V03,TotCTDMeRaA01S00V03,DayCTDMeRaA02S01V03,TotCTDMeRaA02S01V03,DayCTDMeRaA02S02V03,TotCTDMeRaA02S02V03,DayCTDMeRaA02S03V03,TotCTDMeRaA02S03V03,DayCTDMeRaA03S01V07,TotCTDMeRaA03S01V07,DayCTDMeRaA03S02V07,TotCTDMeRaA03S02V07,DayCTDMeRaA03S03V07,TotCTDMeRaA03S03V07,DayCTDMeRaA04S00V02,TotCTDMeRaA04S00V02,DayCTDMeRaA05S00V02,TotCTDMeRaA05S00V02,DayDERMeRaA00S00V00,DayDERMeRaA01S00V03,DayDERMeRaA02S01V03,DayDERMeRaA02S02V03,DayDERMeRaA02S03V03,DayDERMeRaA03S01V07,DayDERMeRaA03S02V07,DayDERMeRaA03S03V07,DayDERMeRaA04S00V02,DayDERMeRaA05S00V02,DayCERMeRaA00S00V00,DayCERMeRaA01S00V03,DayCERMeRaA02S01V03,DayCERMeRaA02S02V03,DayCERMeRaA02S03V03,DayCERMeRaA03S01V07,DayCERMeRaA03S02V07,DayCERMeRaA03S03V07,DayCERMeRaA04S00V02,DayCERMeRaA05S00V02,TotDERMeRaA00S00V00,TotDERMeRaA01S00V03,TotDERMeRaA02S01V03,TotDERMeRaA02S02V03,TotDERMeRaA02S03V03,TotDERMeRaA03S01V07,TotDERMeRaA03S02V07,TotDERMeRaA03S03V07,TotDERMeRaA04S00V02,TotDERMeRaA05S00V02,TotCERMeRaA00S00V00,TotCERMeRaA01S00V03,TotCERMeRaA02S01V03,TotCERMeRaA02S02V03,TotCERMeRaA02S03V03,TotCERMeRaA03S01V07,TotCERMeRaA03S02V07,TotCERMeRaA03S03V07,TotCERMeRaA04S00V02,TotCERMeRaA05S00V02
01Jan2020,Iran,,,,,,,,,,,,,,,,,,158,04Apr2020,235,28Jul2020,486,16Nov2020,01Jan2021,114,01Feb2021,79,3186,30Mar2020,3574,04Jun2020,14051,27Nov2020,01Jan2021,6287,01Feb2021,6597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
