date,loc_grand_name,DayDeaMeRaA00S00,TotDeaMeRaA00S00,DayDeaMeRaA00S00_CF2,DayDeaMeRaA00S00_CF5,TotDeaMeRaA00S00_CF2,TotDeaMeRaA00S00_CF5,DayCasMeRaA00S00,TotCasMeRaA00S00,DayCasMeRaA00S00_CF2,DayCasMeRaA00S00_CF5,TotCasMeRaA00S00_CF2,TotCasMeRaA00S00_CF5,TotRecMeRaA00S00,DayRecMeRaA00S00,DayCfrMeRaA00S00,DayActMeRaA00S00,DayDeaMeSmA00S00,DayCasMeSmA00S00,DayDeaMeSmA00S00P1V,DayDeaMeSmA00S00P1D,DayDeaMeSmA00S00P2V,DayDeaMeSmA00S00P2D,DayDeaMeSmA00S00P3V,DayDeaMeSmA00S00P3D,DayDeaMeSmA00S00P4V,DayDeaMeSmA00S00P4D,DayDeaMeSmA00S00P5V,DayDeaMeSmA00S00P5D,DayDeaMeSmA00S00PP1V,DayDeaMeSmA00S00PP1D,DayDeaMeSmA00S00PP2V,DayDeaMeSmA00S00PP2D,DayDeaMeSmA00S00PP3V,DayDeaMeSmA00S00PP3D,DayDeaMeSmA00S00PP4V,DayDeaMeSmA00S00PP4D,DayDeaMeSmA00S00PP5V,DayDeaMeSmA00S00PP5D,DayDeaMeSmA00S00PD,DayDeaMeSmA00S00PV,DayDeaMeSmA00S00PPD,DayDeaMeSmA00S00PPV,DayCasMeSmA00S00P1V,DayCasMeSmA00S00P1D,DayCasMeSmA00S00P2V,DayCasMeSmA00S00P2D,DayCasMeSmA00S00P3V,DayCasMeSmA00S00P3D,DayCasMeSmA00S00P4V,DayCasMeSmA00S00P4D,DayCasMeSmA00S00P5V,DayCasMeSmA00S00P5D,DayCasMeSmA00S00PP1V,DayCasMeSmA00S00PP1D,DayCasMeSmA00S00PP2V,DayCasMeSmA00S00PP2D,DayCasMeSmA00S00PP3V,DayCasMeSmA00S00PP3D,DayCasMeSmA00S00PP4V,DayCasMeSmA00S00PP4D,DayCasMeSmA00S00PP5V,DayCasMeSmA00S00PP5D,DayCasMeSmA00S00PD,DayCasMeSmA00S00PV,DayCasMeSmA00S00PPD,DayCasMeSmA00S00PPV
01Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
02Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
03Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
04Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
05Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
06Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
07Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
08Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
09Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
10Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
11Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
12Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
13Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
14Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
15Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
16Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
17Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
18Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
19Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
20Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
21Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
22Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
23Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
24Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
25Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
26Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
27Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
28Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
29Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
30Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
31Jan2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
01Feb2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
02Feb2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
03Feb2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
04Feb2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
05Feb2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
06Feb2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
07Feb2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
08Feb2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
09Feb2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
10Feb2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
11Feb2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
12Feb2020,Iran,,,,,,,,,,,,,,,,,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
13Feb2020,Iran,,,,,,,,,,,,,,,,,2,2,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
14Feb2020,Iran,,,,,,,,,,,,,,,,,1.6666666,2.1666667,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
15Feb2020,Iran,,,,,,,,,,,,,,,,,1.5555556,2.8333333,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
16Feb2020,Iran,,,,,,,,,,,,,,,,,1.4916667,3.45,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
17Feb2020,Iran,,,,,,,,,,,,,,,,,1.3923078,4.3538461,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,38.5,,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1674.8661,,,,,
