DayDeaMeSmA02S01_LPV,DayDeaMeSmA02S01_LPD,DayDeaUpSmA02S01_LPV,DayDeaUpSmA02S01_LPD,DayDeaMeSmA02S03_LPV,DayDeaMeSmA02S03_LPD,DayDeaUpSmA02S03_LPV,DayDeaUpSmA02S03_LPD,DayDeaMeRaA03S02_LPV,DayDeaMeRaA03S02_LPD,DayDeaUpRaA03S02_LPV,DayDeaUpRaA03S02_LPD,DayDeaMeRaA03S03_LPV,DayDeaMeRaA03S03_LPD,DayDeaUpRaA03S03_LPV,DayDeaUpRaA03S03_LPD,DayINFMeSmA02S01_LPV,DayINFMeSmA02S01_LPD,DayINFUpSmA02S01_LPV,DayINFUpSmA02S01_LPD,DayINFMeSmA02S03_LPV,DayINFMeSmA02S03_LPD,DayINFUpSmA02S03_LPV,DayINFUpSmA02S03_LPD,DayINFMeRaA03S02_LPV,DayINFMeRaA03S02_LPD,DayINFUpRaA03S02_LPV,DayINFUpRaA03S02_LPD,TotDeaMeSmA02S01_ED,TotDeaMeSmA02S01_EV,TotDeaUpSmA02S01_EV,TotDeaMeSmA02S03_EV,TotDeaUpSmA02S03_EV,TotINFMeSmA02S01_EV,TotINFUpSmA02S01_EV,TotINFMeSmA02S03_EV,TotINFUpSmA02S03_EV,TotDeaMeRaA03S02_ED,TotDeaMeRaA03S02_EV,TotDeaUpRaA03S02_EV,TotDeaMeRaA03S03_EV,TotDeaUpRaA03S03_EV,TotINFMeRaA03S02_EV,TotINFUpRaA03S02_EV,TotINFMeRaA03S03_EV,TotINFUpRaA03S03_EV
641,26Aug2021,641,26Aug2021,641,26Aug2021,641,26Aug2021,657,21Aug2021,811,21Aug2021,657,21Aug2021,869,18Sep2021,259212,04Aug2021,276048,03Aug2021,259212,04Aug2021,276048,03Aug2021,269277,17Aug2021,323731,17Aug2021,01Jan2022,138931,144080,151180,161280,60160084,63051152,65891652,70128904,22Nov2021,121507,128130,141715,153451,43076312,45470608,55412852,59273476
