date,loc_grand_name,DayDeaMeRaA00,TotDeaMeRaA00,DayDeaMeRaA00_CF2,DayDeaMeRaA00_CF5,TotDeaMeRaA00_CF2,TotDeaMeRaA00_CF5,DayCasMeRaA00,TotCasMeRaA00,DayCasMeRaA00_CF2,DayCasMeRaA00_CF5,TotCasMeRaA00_CF2,TotCasMeRaA00_CF5,DayCfrMeRaA00,DayDeaMeSmA00,DayCasMeSmA00,today_numericdailydate,monthspast01jan2020,monthspast01jan2021,monthspast01jan2022,TotDeaMeRaA01S00,TotDeaLoRaA01S00,TotDeaUpRaA01S00,DayDeaMeRaA01S00,DayDeaLoRaA01S00,DayDeaUpRaA01S00,TotCasMeRaA01S00,TotCasLoRaA01S00,TotCasUpRaA01S00,DayCasMeRaA01S00,DayCasLoRaA01S00,DayCasUpRaA01S00,DayActMeRaA01S00,DayHosMeRaA01S00,DayVenMeRaA01S00,TotHosMeRaA01S00,DayCfrMeRaA01S00,DayCfrLoRaA01S00,DayCfrUpRaA01S00,DayDeMMeRaA01S00,DayCaMMeRaA01S00,DayCbDMeRaA01S00,DayDMuMeRaA01S00,DayDeaMeSmA01S00,DayCasMeSmA01S00,DayDeaLoSmA01S00,DayCasLoSmA01S00,DayDeaUpSmA01S00,DayCasUpSmA01S00,epoch_DELP,DayDeaFOREA01S00,DayCasFOREA01S00,DayINFMeSmA02S01,DayINFUpSmA02S01,DayINFLoSmA02S01,TotDeXMeSmA02S01,TotDeXLoSmA02S01,TotDeXUpSmA02S01,TotINFMeSmA02S01,TotINFLoSmA02S01,TotINFUpSmA02S01,DayDeXMeSmA02S01,DayDeXLoSmA02S01,DayDeXUpSmA02S01,DayDeaMeSmA02S01,DayDeaLoSmA02S01,DayDeaUpSmA02S01,TotDeaMeSmA02S01,TotDeaLoSmA02S01,TotDeaUpSmA02S01,cases_mean,cases_lower,cases_upper,reff_mean_A02S01,reff_lower_A02S01,reff_upper_A02S01,inf_cuml_mean_vax,inf_cuml_lower_vax,inf_cuml_upper_vax,inf_cuml_mean_unvax,inf_cuml_lower_unvax,inf_cuml_upper_unvax,inf_mean_vax,inf_lower_vax,inf_upper_vax,inf_mean_unvax,inf_lower_unvax,inf_upper_unvax,cumulative_deaths_A02S01,daily_deaths_A02S01,cumulative_cases_A02S01,cumulative_hosp_A02S01,cumul_deaths_unscaled_A02S01,dai_dea_unscaled_A02S01,daily_cases,population,mobility_mean_A02S01,mobility_obs,testing_mean,testing_lower,testing_upper,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean_A02S01,mask_use_obs,cumulative_all_vaccinated,cumulative_all_fully_vaccinated,cumulative_all_effectively_vacci,DayBedMeSmA02S01,DayBedLoSmA02S01,DayBedUpSmA02S01,DayIcuMeSmA02S01,DayIcuUpSmA02S01,DayIcuLoSmA02S01,DayAdmMeSmA02S01,DayAdmUpSmA02S01,DayAdmLoSmA02S01,admis_mean_vax,admis_upper_vax,admis_lower_vax,admis_mean_unvax,admis_upper_unvax,admis_lower_unvax,DayBEDMeSmA02,DayICUMeSmA02,infection_fatality_A02S01,infection_detection_A02S01,infection_hospitalization_A02S01,DayINFMeSmA02S02,DayINFUpSmA02S02,DayINFLoSmA02S02,TotDeXMeSmA02S02,TotDeXLoSmA02S02,TotDeXUpSmA02S02,TotINFMeSmA02S02,TotINFLoSmA02S02,TotINFUpSmA02S02,DayDeXMeSmA02S02,DayDeXLoSmA02S02,DayDeXUpSmA02S02,DayDeaMeSmA02S02,DayDeaLoSmA02S02,DayDeaUpSmA02S02,TotDeaMeSmA02S02,TotDeaLoSmA02S02,TotDeaUpSmA02S02,reff_mean_A02S02,reff_lower_A02S02,reff_upper_A02S02,cumulative_deaths_A02S02,daily_deaths_A02S02,cumulative_cases_A02S02,cumulative_hosp_A02S02,cumul_deaths_unscaled_A02S02,dai_dea_unscaled_A02S02,mobility_mean_A02S02,mask_use_mean_A02S02,DayBedMeSmA02S02,DayBedLoSmA02S02,DayBedUpSmA02S02,DayIcuMeSmA02S02,DayIcuUpSmA02S02,DayIcuLoSmA02S02,DayAdmMeSmA02S02,DayAdmUpSmA02S02,DayAdmLoSmA02S02,infection_fatality_A02S02,infection_detection_A02S02,infection_hospitalization_A02S02,DayINFMeSmA02S03,DayINFUpSmA02S03,DayINFLoSmA02S03,TotDeXMeSmA02S03,TotDeXLoSmA02S03,TotDeXUpSmA02S03,TotINFMeSmA02S03,TotINFLoSmA02S03,TotINFUpSmA02S03,DayDeXMeSmA02S03,DayDeXLoSmA02S03,DayDeXUpSmA02S03,DayDeaMeSmA02S03,DayDeaLoSmA02S03,DayDeaUpSmA02S03,TotDeaMeSmA02S03,TotDeaLoSmA02S03,TotDeaUpSmA02S03,reff_mean_A02S03,reff_lower_A02S03,reff_upper_A02S03,cumulative_deaths_A02S03,daily_deaths_A02S03,cumulative_cases_A02S03,cumulative_hosp_A02S03,cumul_deaths_unscaled_A02S03,dai_dea_unscaled_A02S03,mobility_mean_A02S03,mask_use_mean_A02S03,DayBedMeSmA02S03,DayBedLoSmA02S03,DayBedUpSmA02S03,DayIcuMeSmA02S03,DayIcuUpSmA02S03,DayIcuLoSmA02S03,DayAdmMeSmA02S03,DayAdmUpSmA02S03,DayAdmLoSmA02S03,infection_fatality_A02S03,infection_detection_A02S03,infection_hospitalization_A02S03,DayDeMMeSmA02S01,DayCaMMeSmA02S01,DayCbDMeSmA02S01,DayDMuMeSmA02S01,cumulative_all_vaccin_pct,cumul_all_effect_vacci_pct,cumul_all_fully_vacci_pct,daily_all_vaccinated,daily_all_effectively_vacci,daily_all_fully_vaccinated,daily_all_vaccin_pct,daily_all_effect_vacci_pct,daily_all_fully_vacci_pct,DayINFDetMeSmA02S01,DayINFDetLoSmA02S01,DayINFDetUpSmA02S01,DayINFHosMeSmA02S01,DayINFHosLoSmA02S01,DayINFHosUpSmA02S01,DayINFFatMeSmA02S01,DayINFFatLoSmA02S01,DayINFFatUpSmA02S01,epoch_IHME,DayDeaFOREA02S01,DayINFFOREA02S01,TotCasUpRaA05S00,TotDeaMeRaA05S00,TotDeaLoRaA05S00,TotDeaUpRaA05S00,TotCasMeRaA05S00,TotCasLoRaA05S00,DayDeaMeRaA05S00,DayDeaLoRaA05S00,DayDeaUpRaA05S00,DayCasMeRaA05S00,DayCasLoRaA05S00,DayCasUpRaA05S00,DayCfrMeRaA05S00,DayCfrLoRaA05S00,DayCfrUpRaA05S00,DayDeMMeRaA05S00,DayCaMMeRaA05S00,DayCbDMeRaA05S00,DayDMuMeRaA05S00,DayDeaMeSmA05S00,DayCasMeSmA05S00,epoch_SRIV,DayDeaFOREA05S00,DayCasFOREA05S00,DayCTDMeRaA00S00,TotCTDMeRaA00S00,DayCTDMeRaA01S00,TotCTDMeRaA01S00,DayITDMeRaA02S01,TotITDMeRaA02S01,DayITDMeRaA02S02,TotITDMeRaA02S02,DayCTDMeRaA05S00,TotCTDMeRaA05S00,DayDERMeRaA00S00,DayDERMeRaA01S00,DayDERMeRaA02S01,DayDERMeRaA02S02,DayDERMeRaA05S00,DayCERMeRaA00S00,DayCERMeRaA01S00,DayIERMeRaA02S01,DayIERMeRaA02S02,DayCERMeRaA05S00,TotDERMeRaA00S00,TotDERMeRaA01S00,TotDERMeRaA02S01,TotDERMeRaA02S02,TotDERMeRaA05S00,TotCERMeRaA00S00,TotCERMeRaA01S00,TotIERMeRaA02S01,TotIERMeRaA02S02,TotCERMeRaA05S00
09may2020,Iran,48,6589,96,240,13178,32945,1529,106220,3058,7645,212440,531100,3.1393068,56.205357,1546.4286,29Jul2022,32,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43927.379,50289.711,23130.85,11771.42,8409.8604,17651.311,4168832,2664509,5225055,102.82,73.459999,154.17999,57.23,57.23,57.240002,6551.98,6551.5,6552.4399,1531.17,1531.17,1531.17,1.17,1.08,1.25,0,0,0,4168832,2664509,5225055,0,0,0,43927.379,23130.85,50289.711,11838.02,86.239998,106220,,6589,48,1529,84297880,-43.798302,1,15.8442,15.8442,15.8442,1,.86970001,0,.44499999,1,,,,4661.79,5982.5898,3036.8201,764.14001,980.63,497.78,428.98999,561.97998,201.61,0,0,0,428.99411,561.98352,201.61279,123318,7286,.0031,.0457,.0124,43927.379,50289.711,23130.85,11771.42,8409.8604,17651.311,4168832,2664509,5225055,102.82,73.459999,154.17999,57.23,57.23,57.240002,6551.98,6551.5,6552.4399,1.17,1.08,1.25,11838.02,86.239998,106220,,6589,48,-43.798302,.44499999,4661.79,5982.5898,3036.8201,764.14001,980.63,497.78,428.98999,561.97998,201.61,.0031,.0457,.0124,43927.379,50289.711,23130.85,11771.42,8409.8604,17651.311,4168832,2664509,5225055,102.82,73.459999,154.17999,57.23,57.23,57.240002,6551.98,6551.5,6552.4399,1.17,1.08,1.25,11838.02,86.239998,106220,,6589,48,-43.798302,.44499999,4661.79,5982.5898,3036.8201,764.14001,980.63,497.78,428.98999,561.97998,201.61,.0031,.0457,.0124,145.65254,112496.55,772.36243,44202.301,,,,,,,,,,2007.4812,1057.0798,2298.2397,544.69952,286.82254,623.59241,136.17488,71.705635,155.8981,22834,,,,,,,,,,,,,,,,,,,,,,,,,,,31.854166,16.120808,,,767.55859,636.27057,767.55859,636.27057,,,1,,1.1922916,1.1922916,,1,,28.729483,28.729483,,1,,.99438155,.99438155,,1,,39.247147,39.247147,
10may2020,Iran,51,6640,102,255,13280,33200,1383,107603,2766,6915,215206,538015,3.6876357,54.160713,1592.875,29Jul2022,32,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43867.23,49945.172,23284.57,11868.72,8479.3799,17797.211,4212699,2688199,5274442,97.300003,69.519997,145.89999,54.16,54.150002,54.169998,6606.1401,6605.6602,6606.6099,1562.3199,1562.3199,1562.3199,1.15,1.03,1.27,0,0,0,4212699,2688199,5274442,0,0,0,43867.23,23284.57,49945.172,11929.65,91.629997,107603,,6640,51,1383,84297880,-43.4286,1,16.0949,16.0949,16.0949,1,.86580002,0,.4474,1,,,,4780.6602,6140.4102,3041.25,768.73999,987.39001,489.04001,431.59,566.79999,197.39999,0,0,0,431.59491,566.79889,197.40311,123318,7286,.003,.0457,.0123,43867.23,49945.172,23284.57,11868.72,8479.3799,17797.211,4212699,2688199,5274442,97.300003,69.519997,145.89999,54.16,54.150002,54.169998,6606.1401,6605.6602,6606.6099,1.15,1.03,1.27,11929.65,91.629997,107603,,6640,51,-43.4286,.4474,4780.6602,6140.4102,3041.25,768.73999,987.39001,489.04001,431.59,566.79999,197.39999,.003,.0457,.0123,43867.23,49945.172,23284.57,11868.72,8479.3799,17797.211,4212699,2688199,5274442,97.300003,69.519997,145.89999,54.16,54.150002,54.169998,6606.1401,6605.6602,6606.6099,1.15,1.03,1.27,11929.65,91.629997,107603,,6640,51,-43.4286,.4474,4780.6602,6140.4102,3041.25,768.73999,987.39001,489.04001,431.59,566.79999,197.39999,.003,.0457,.0123,145.65254,112496.55,772.36243,41831.148,,,,,,,,,,2004.7324,1064.1049,2282.4944,539.56696,286.40021,614.32562,131.60168,69.853714,149.83551,22834,,,,,,,,,,,,,,,,,,,,,,,,,,,27.117647,16.205271,,,809.95624,637.69446,809.95624,637.69446,,,1,,1.0619608,1.0619608,,1,,31.718895,31.718895,,1,,.99490064,.99490064,,1,,39.150387,39.150387,
11may2020,Iran,45,6685,90,225,13370,33425,1683,109286,3366,8415,218572,546430,2.6737969,52.57143,1641.2589,29Jul2022,32,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43585.48,49232.691,23578.4,11962.82,8546.6104,17938.301,4256284,2712054,5322981,94.099998,67.230003,141.09,52.369999,52.369999,52.380001,6658.5098,6658.02,6658.9902,1605.24,1605.24,1605.24,1.11,.99,1.24,0,0,0,4256284,2712054,5322981,0,0,0,43585.48,23578.4,49232.691,12010.5,80.849998,109286,,6685,45,1683,84297880,-43.148899,1,16.356899,16.356899,16.356899,1,.86189997,0,.4497,1,,,,4889.7998,6291.04,3042.8601,772.53998,993.91998,480.73999,433.59,571.67999,195.58,0,0,0,433.59,571.68457,195.58321,123318,7286,.003,.0465,.0121,43585.48,49232.691,23578.4,11962.82,8546.6104,17938.301,4256284,2712054,5322981,94.099998,67.230003,141.09,52.369999,52.369999,52.380001,6658.5098,6658.02,6658.9902,1.11,.99,1.24,12010.5,80.849998,109286,,6685,45,-43.148899,.4497,4889.7998,6291.04,3042.8601,772.53998,993.91998,480.73999,433.59,571.67999,195.58,.003,.0465,.0121,43585.48,49232.691,23578.4,11962.82,8546.6104,17938.301,4256284,2712054,5322981,94.099998,67.230003,141.09,52.369999,52.369999,52.380001,6658.5098,6658.02,6658.9902,1.11,.99,1.24,12010.5,80.849998,109286,,6685,45,-43.148899,.4497,4889.7998,6291.04,3042.8601,772.53998,993.91998,480.73999,433.59,571.67999,195.58,.003,.0465,.0121,145.65254,112496.55,772.36243,40448.621,,,,,,,,,,2026.7249,1096.3956,2289.3201,527.38434,285.29865,595.71558,130.75644,70.735199,147.69807,22834,,,,,,,,,,,,,,,,,,,,,,,,,,,37.400002,16.347942,,,832.2605,639.22473,832.2605,639.22473,,,1,,1.1637777,1.1637777,,1,,25.897493,25.897493,,1,,.99603736,.99603736,,1,,38.946289,38.946289,
12may2020,Iran,48,6733,96,240,13466,33665,1481,110767,2962,7405,221534,553835,3.2410533,51.63393,1694.9019,29Jul2022,32,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43234.27,48479.512,24014.471,12056.4,8613.4805,18078.631,4299519,2736027,5370682,93.580002,66.860001,140.32001,52.09,52.080002,52.09,6710.6001,6710.1099,6711.0801,1667.3199,1667.3199,1667.3199,1.08,.97,1.21,0,0,0,4299519,2736027,5370682,0,0,0,43234.27,24014.471,48479.512,12096.73,86.239998,110767,,6733,48,1481,84297880,-42.953201,1,16.6299,16.6299,16.6299,1,.8581,0,.45199999,1,,,,4993.2002,6433.6602,3040.97,770.13,992.28998,469.01999,439.39999,581.09003,194.78999,0,0,0,439.4024,581.0899,194.78909,123318,7286,.0031,.0478,.0121,43234.27,48479.512,24014.471,12056.4,8613.4805,18078.631,4299519,2736027,5370682,93.580002,66.860001,140.32001,52.09,52.080002,52.09,6710.6001,6710.1099,6711.0801,1.08,.97,1.21,12096.73,86.239998,110767,,6733,48,-42.953201,.45199999,4993.2002,6433.6602,3040.97,770.13,992.28998,469.01999,439.39999,581.09003,194.78999,.0031,.0478,.0121,43234.27,48479.512,24014.471,12056.4,8613.4805,18078.631,4299519,2736027,5370682,93.580002,66.860001,140.32001,52.09,52.080002,52.09,6710.6001,6710.1099,6711.0801,1.08,.97,1.21,12096.73,86.239998,110767,,6733,48,-42.953201,.45199999,4993.2002,6433.6602,3040.97,770.13,992.28998,469.01999,439.39999,581.09003,194.78999,.0031,.0478,.0121,145.65254,112496.55,772.36243,40232.359,,,,,,,,,,2066.5981,1147.8917,2317.3206,523.13464,290.5751,586.60211,134.02623,74.444862,150.28648,22834,,,,,,,,,,,,,,,,,,,,,,,,,,,30.854166,16.451359,,,829.99176,640.70557,829.99176,640.70557,,,1,,1.0852083,1.0852083,,1,,29.192619,29.192619,,1,,.99667311,.99667311,,1,,38.815884,38.815884,
13may2020,Iran,50,6783,100,250,13566,33915,1958,112725,3916,9790,225450,563625,2.5536261,51.339287,1753.7858,29Jul2022,32,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43004.859,48239.191,24772.131,12147.42,8678.5,18215.1,4342523,2760450,5418131,91.019997,65.029999,136.47,50.66,50.650002,50.669998,6761.2598,6760.7598,6761.75,1722.6,1722.6,1722.6,1.04,.96,1.17,0,0,0,4342523,2760450,5418131,0,0,0,43004.859,24772.131,48239.191,12186.57,89.830002,112725,,6783,50,1958,84297880,-42.829498,1,16.9135,16.9135,16.9135,1,.85610002,0,.4542,1,,,,5097.6001,6574.0601,3044.8,768.51001,991.09998,459.03,447.98001,596.34003,194.86,0,0,0,447.97519,596.34052,194.85609,123318,7286,.0031,.0489,.0122,43004.859,48239.191,24772.131,12147.42,8678.5,18215.1,4342523,2760450,5418131,91.019997,65.029999,136.47,50.66,50.650002,50.669998,6761.2598,6760.7598,6761.75,1.04,.96,1.17,12186.57,89.830002,112725,,6783,50,-42.829498,.4542,5097.6001,6574.0601,3044.8,768.51001,991.09998,459.03,447.98001,596.34003,194.86,.0031,.0489,.0122,43004.859,48239.191,24772.131,12147.42,8678.5,18215.1,4342523,2760450,5418131,91.019997,65.029999,136.47,50.66,50.650002,50.669998,6761.2598,6760.7598,6761.75,1.04,.96,1.17,12186.57,89.830002,112725,,6783,50,-42.829498,.4542,5097.6001,6574.0601,3044.8,768.51001,991.09998,459.03,447.98001,596.34003,194.86,.0031,.0489,.0122,145.65254,112496.55,772.36243,39127.879,,,,,,,,,,2102.9377,1211.3572,2358.8965,524.6593,302.22,588.51813,133.31506,76.793602,149.54149,22834,,,,,,,,,,,,,,,,,,,,,,,,,,,39.16,16.618753,,,848.89185,642.26538,848.89185,642.26538,,,1,,1.0132,1.0132,,1,,21.963667,21.963667,,1,,.99679488,.99679488,,1,,38.523159,38.523159,
14may2020,Iran,71,6854,142,355,13708,34270,1808,114533,3616,9040,229066,572665,3.9269912,51.910713,1818.7144,29Jul2022,32,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43112.309,49176.988,25268.57,12236.77,8742.3398,18349.07,4385636,2785586,5466535,89.349998,63.84,133.97,49.73,49.73,49.740002,6810.9902,6810.48,6811.4902,1769.1,1769.1,1769.1,1.02,.96,1.17,0,0,0,4385636,2785586,5466535,0,0,0,43112.309,25268.57,49176.988,12314.13,127.56,114533,,6854,71,1808,84297880,-42.7644,1,17.2073,17.2073,17.2073,1,.85430002,0,.45680001,1,,,,5204.0498,6713.2798,3058.7,775.31,1000.16,455.69,456.75,613.27002,194.10001,0,0,0,456.75079,613.26709,194.0975,123318,7286,.0031,.0495,.0123,43112.309,49176.988,25268.57,12236.77,8742.3398,18349.07,4385636,2785586,5466535,89.349998,63.84,133.97,49.73,49.73,49.740002,6810.9902,6810.48,6811.4902,1.02,.96,1.17,12314.13,127.56,114533,,6854,71,-42.7644,.45680001,5204.0498,6713.2798,3058.7,775.31,1000.16,455.69,456.75,613.27002,194.10001,.0031,.0495,.0123,43112.309,49176.988,25268.57,12236.77,8742.3398,18349.07,4385636,2785586,5466535,89.349998,63.84,133.97,49.73,49.73,49.740002,6810.9902,6810.48,6811.4902,1.02,.96,1.17,12314.13,127.56,114533,,6854,71,-42.7644,.45680001,5204.0498,6713.2798,3058.7,775.31,1000.16,455.69,456.75,613.27002,194.10001,.0031,.0495,.0123,145.65254,112496.55,772.36243,38409.582,,,,,,,,,,2134.0593,1250.7942,2434.261,530.28137,310.80341,604.87695,133.64816,78.332565,152.44867,22834,,,,,,,,,,,,,,,,,,,,,,,,,,,25.464788,16.710388,,,866.92761,643.90576,866.92761,643.90576,,,1,,.70042253,.70042253,,1,,23.845303,23.845303,,1,,.99372488,.99372488,,1,,38.291462,38.291462,
15may2020,Iran,48,6902,96,240,13804,34510,2102,116635,4204,10510,233270,583175,2.2835395,53.05357,1889.8303,29Jul2022,32,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43625.461,50899.879,25762.07,12329.19,8808.3799,18487.66,4429261,2811373,5516435,92.43,66.040001,138.59,51.450001,51.439999,51.450001,6862.4399,6861.9199,6862.9399,1842.96,1842.96,1842.96,1.02,.97,1.18,0,0,0,4429261,2811373,5516435,0,0,0,43625.461,25762.07,50899.879,12400.37,86.239998,116635,,6902,48,2102,84297880,-42.753799,1,17.5109,17.5109,17.5109,1,.8506,0,.45930001,1,,,,5314.02,6852.8901,3081.95,802.10999,1034.39,465.20001,468.16,629.66998,197.44,0,0,0,468.15689,629.67328,197.44099,123318,7286,.0033,.0507,.0124,43625.461,50899.879,25762.07,12329.19,8808.3799,18487.66,4429261,2811373,5516435,92.43,66.040001,138.59,51.450001,51.439999,51.450001,6862.4399,6861.9199,6862.9399,1.02,.97,1.18,12400.37,86.239998,116635,,6902,48,-42.753799,.45930001,5314.02,6852.8901,3081.95,802.10999,1034.39,465.20001,468.16,629.66998,197.44,.0033,.0507,.0124,43625.461,50899.879,25762.07,12329.19,8808.3799,18487.66,4429261,2811373,5516435,92.43,66.040001,138.59,51.450001,51.439999,51.450001,6862.4399,6861.9199,6862.9399,1.02,.97,1.18,12400.37,86.239998,116635,,6902,48,-42.753799,.45930001,5314.02,6852.8901,3081.95,802.10999,1034.39,465.20001,468.16,629.66998,197.44,.0033,.0507,.0124,145.65254,112496.55,772.36243,39738.047,,,,,,,,,,2211.8108,1306.137,2580.6238,540.95569,319.44968,631.15851,143.96402,85.014832,167.9696,22834,,,,,,,,,,,,,,,,,,,,,,,,,,,43.791668,16.898726,,,847.91956,645.4353,847.91956,645.4353,,,1,,1.071875,1.071875,,1,,20.754263,20.754263,,1,,.9942683,.9942683,,1,,37.975403,37.975403,
16may2020,Iran,35,6937,70,175,13874,34685,1757,118392,3514,8785,236784,591960,1.9920319,54.392857,1960.9731,29Jul2022,32,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44663.941,53034.859,26859.811,12426.5,8877.9004,18633.57,4473925,2837667,5568037,97.300003,69.519997,145.89999,54.16,54.150002,54.169998,6916.6001,6916.0801,6917.1099,1931.6,1931.6,1931.6,1.03,.97,1.2,0,0,0,4473925,2837667,5568037,0,0,0,44663.941,26859.811,53034.859,12463.25,62.880001,118392,,6937,35,1757,84297880,-42.811001,1,17.8237,17.8237,17.8237,1,.84680003,0,.46149999,1,,,,5434.2998,7008.4399,3112.05,853.62,1100.88,488.84,483.76001,647.59003,209.60001,0,0,0,483.76208,647.58539,209.5974,123318,7286,.0035,.0519,.0125,44663.941,53034.859,26859.811,12426.5,8877.9004,18633.57,4473925,2837667,5568037,97.300003,69.519997,145.89999,54.16,54.150002,54.169998,6916.6001,6916.0801,6917.1099,1.03,.97,1.2,12463.25,62.880001,118392,,6937,35,-42.811001,.46149999,5434.2998,7008.4399,3112.05,853.62,1100.88,488.84,483.76001,647.59003,209.60001,.0035,.0519,.0125,44663.941,53034.859,26859.811,12426.5,8877.9004,18633.57,4473925,2837667,5568037,97.300003,69.519997,145.89999,54.16,54.150002,54.169998,6916.6001,6916.0801,6917.1099,1.03,.97,1.2,12463.25,62.880001,118392,,6937,35,-42.811001,.46149999,5434.2998,7008.4399,3112.05,853.62,1100.88,488.84,483.76001,647.59003,209.60001,.0035,.0519,.0125,145.65254,112496.55,772.36243,41831.148,,,,,,,,,,2318.0586,1394.0242,2752.5093,558.29926,335.74762,662.93573,156.32379,94.009338,185.62201,22834,,,,,,,,,,,,,,,,,,,,,,,,,,,50.200001,17.066744,,,824.66656,646.83875,824.66656,646.83875,,,1,,1.5474286,1.5474286,,1,,25.42057,25.42057,,1,,.99705929,.99705929,,1,,37.789082,37.789082,
17may2020,Iran,51,6988,102,255,13976,34940,1806,120198,3612,9030,240396,600990,2.8239202,55.830357,2026.7678,29Jul2022,32,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46273.711,55687.809,28526.141,12527.4,8949.9902,18784.859,4520199,2864881,5621943,100.9,72.089996,151.28999,56.16,56.150002,56.169998,6972.7598,6972.23,6973.27,2004.3199,2004.3199,2004.3199,1.06,.98,1.24,0,0,0,4520199,2864881,5621943,0,0,0,46273.711,28526.141,55687.809,12554.88,91.629997,120198,,6988,51,1806,84297880,-42.962002,1,18.145201,18.145201,18.145201,1,.84310001,0,.46329999,1,,,,5566.0601,7177.6699,3139.5,902.16998,1163.38,508.85999,499.32001,663.84998,219.14,0,0,0,499.31659,663.84711,219.1416,123318,7286,.0037,.0524,.0125,46273.711,55687.809,28526.141,12527.4,8949.9902,18784.859,4520199,2864881,5621943,100.9,72.089996,151.28999,56.16,56.150002,56.169998,6972.7598,6972.23,6973.27,1.06,.98,1.24,12554.88,91.629997,120198,,6988,51,-42.962002,.46329999,5566.0601,7177.6699,3139.5,902.16998,1163.38,508.85999,499.32001,663.84998,219.14,.0037,.0524,.0125,46273.711,55687.809,28526.141,12527.4,8949.9902,18784.859,4520199,2864881,5621943,100.9,72.089996,151.28999,56.16,56.150002,56.169998,6972.7598,6972.23,6973.27,1.06,.98,1.24,12554.88,91.629997,120198,,6988,51,-42.962002,.46329999,5566.0601,7177.6699,3139.5,902.16998,1163.38,508.85999,499.32001,663.84998,219.14,.0037,.0524,.0125,145.65254,112496.55,772.36243,43375.875,,,,,,,,,,2424.7424,1494.7698,2918.0413,578.42139,356.57675,696.0976,171.21274,105.54672,206.04489,22834,,,,,,,,,,,,,,,,,,,,,,,,,,,35.411766,17.20063,,,823.9621,648.26544,823.9621,648.26544,,,1,,1.1011765,1.1011765,,1,,25.62221,25.62221,,1,,.99781907,.99781907,,1,,37.606274,37.606274,
18may2020,Iran,69,7057,138,345,14114,35285,2294,122492,4588,11470,244984,612460,3.0078466,57.0625,2085.6606,29Jul2022,32,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48301.371,58665.199,30556.84,12629.45,9022.9004,18937.881,4568500,2893787,5678550,102.05,72.910004,153.02,56.799999,56.799999,56.810001,7029.5601,7029.0298,7030.0801,2073.74,2073.74,2073.74,1.11,.99,1.31,0,0,0,4568500,2893787,5678550,0,0,0,48301.371,30556.84,58665.199,12678.84,123.97,122492,,7057,69,2294,84297880,-43.242699,1,18.4748,18.4748,18.4748,1,.83939999,0,.46509999,1,,,,5705.4399,7352.25,3179.4299,928.52002,1196.53,517.42999,512.70001,678.83002,223.24001,0,0,0,512.69519,678.82739,223.2442,123318,7286,.0037,.0526,.0125,48301.371,58665.199,30556.84,12629.45,9022.9004,18937.881,4568500,2893787,5678550,102.05,72.910004,153.02,56.799999,56.799999,56.810001,7029.5601,7029.0298,7030.0801,1.11,.99,1.31,12678.84,123.97,122492,,7057,69,-43.242699,.46509999,5705.4399,7352.25,3179.4299,928.52002,1196.53,517.42999,512.70001,678.83002,223.24001,.0037,.0526,.0125,48301.371,58665.199,30556.84,12629.45,9022.9004,18937.881,4568500,2893787,5678550,102.05,72.910004,153.02,56.799999,56.799999,56.810001,7029.5601,7029.0298,7030.0801,1.11,.99,1.31,12678.84,123.97,122492,,7057,69,-43.242699,.46509999,5705.4399,7352.25,3179.4299,928.52002,1196.53,517.42999,512.70001,678.83002,223.24001,.0037,.0526,.0125,145.65254,112496.55,772.36243,43870.184,,,,,,,,,,2540.6521,1607.2898,3085.7896,603.76715,381.96051,733.315,178.71507,113.06031,217.06123,22834,,,,,,,,,,,,,,,,,,,,,,,,,,,33.246376,17.357517,,,850.37628,649.89844,850.37628,649.89844,,,1,,.82318842,.82318842,,1,,21.055523,21.055523,,1,,.99611169,.99611169,,1,,37.296314,37.296314,
