DayDeaMeSmA02S01_LPV,DayDeaMeSmA02S01_LPD,DayDeaUpSmA02S01_LPV,DayDeaUpSmA02S01_LPD,DayDeaMeRaA02S03_LPV,DayDeaMeRaA02S03_LPD,DayDeaUpRaA02S03_LPV,DayDeaUpRaA02S03_LPD,DayDeaMeRaA03S02_LPV,DayDeaMeRaA03S02_LPD,DayDeaUpRaA03S02_LPV,DayDeaUpRaA03S02_LPD,DayDeaMeRaA03S03_LPV,DayDeaMeRaA03S03_LPD,DayDeaUpRaA03S03_LPV,DayDeaUpRaA03S03_LPD,DayINFMeRaA02S01_LPV,DayINFMeRaA02S01_LPD,DayINFUpRaA02S01_LPV,DayINFUpRaA02S01_LPD,DayINFMeRaA02S03_LPV,DayINFMeRaA02S03_LPD,DayINFUpRaA02S03_LPV,DayINFUpRaA02S03_LPD,DayINFMeRaA03S02_LPV,DayINFMeRaA03S02_LPD,DayINFUpRaA03S02_LPV,DayINFUpRaA03S02_LPD,TotDeaMeSmA02S01_ED,TotDeaMeSmA02S01_EV,TotDeaUpSmA02S01_EV,TotDeaMeSmA02S03_EV,TotDeaUpSmA02S03_EV,TotINFMeRaA02S01_EV,TotINFUpRaA02S01_EV,TotINFMeRaA02S03_EV,TotINFUpRaA02S03_EV,TotDeaMeRaA03S02_ED,TotDeaMeRaA03S02_EV,TotDeaUpRaA03S02_EV,TotDeaMeRaA03S03_EV,TotDeaUpRaA03S03_EV,TotINFMeRaA03S02_EV,TotINFUpRaA03S02_EV,TotINFMeRaA03S03_EV,TotINFUpRaA03S03_EV
1806,29Aug2021,2832,05Sep2021,1806,29Aug2021,3167,18Oct2021,715,25Aug2021,945,28Aug2021,1509,15Sep2021,1963,13Sep2021,289635,11Aug2021,455409,14Aug2021,292510,20Aug2021,519514,23Sep2021,296415,23Aug2021,383307,26Aug2021,01Dec2021,314369,361754,380817,434468,54442668,76622968,,,16Nov2021,130226,141276,171105,184919,47864744,51810032,65312412,68888312
