Model parameters used
country,#general beds,#critical beds,%vaccine efficacy (against infection & mild illness),%vaccine efficacy (against hospitalisation & death),vaccine durability (days),introduction date,%vaccine courses available (% of population),#fully vaccinated/week,prioritisation & allocation,Vaccine uptake (% of group targeted),phase start #1,phase end #1,Rt #1,phase start #2,phase end #2,Rt #2
"Iran",169169,4879,90.000,96.000,1095,2021-05-27,20.000,2100000.000,"HCW and Elderly",80.000,2021-05-27,2021-11-27,1.527,2021-11-28,2023-01-01,2.400

Model output
date,Rt,Reff,reported deaths,infections,infections counterfactual,deaths,deaths conterfactual,infections averted,deaths averted,hospitalisations,critical care,fully vaccinated persons (cumulative)
2021-08-30,1.527,0.720,,51528.000,111474.000,59.000,262.000,59946.000,204.000,2274.000,1068.000,16811653.000
2021-08-31,1.527,0.721,,49135.000,108513.000,56.000,256.000,59378.000,200.000,2156.000,1012.000,16811653.000
2021-09-01,1.527,0.722,,46860.000,105641.000,53.000,250.000,58780.000,197.000,2045.000,959.000,16811653.000
2021-09-02,1.527,0.722,,44698.000,102853.000,50.000,243.000,58156.000,193.000,1941.000,908.000,16811653.000
2021-09-03,1.527,0.723,,42642.000,100149.000,47.000,237.000,57507.000,190.000,1841.000,861.000,16811653.000
2021-09-04,1.527,0.724,,40688.000,97526.000,45.000,231.000,56838.000,186.000,1747.000,816.000,16811653.000
2021-09-05,1.527,0.725,,38831.000,94982.000,43.000,225.000,56151.000,183.000,1659.000,773.000,16811653.000
2021-09-06,1.527,0.726,,37065.000,92514.000,40.000,219.000,55449.000,179.000,1575.000,733.000,16811653.000
2021-09-07,1.527,0.727,,35386.000,90121.000,38.000,214.000,54734.000,176.000,1495.000,695.000,16811653.000
2021-09-08,1.527,0.728,,33790.000,87799.000,36.000,208.000,54009.000,172.000,1420.000,659.000,16811653.000
2021-09-09,1.527,0.729,,32272.000,85548.000,34.000,203.000,53276.000,168.000,1350.000,625.000,16811653.000
2021-09-10,1.527,0.730,,30829.000,83365.000,33.000,197.000,52536.000,165.000,1283.000,593.000,16811653.000
2021-09-11,1.527,0.731,,29457.000,81248.000,31.000,192.000,51792.000,161.000,1219.000,562.000,16811653.000
2021-09-12,1.527,0.732,,28151.000,79195.000,29.000,187.000,51044.000,158.000,1159.000,533.000,16811653.000
2021-09-13,1.527,0.733,,26909.000,77205.000,28.000,182.000,50296.000,155.000,1103.000,506.000,16811653.000
2021-09-14,1.527,0.734,,25727.000,75275.000,26.000,178.000,49548.000,151.000,1049.000,481.000,16811653.000
2021-09-15,1.527,0.735,,24602.000,73404.000,25.000,173.000,48801.000,148.000,999.000,456.000,16811653.000
2021-09-16,1.527,0.737,,23532.000,71589.000,24.000,168.000,48057.000,145.000,951.000,434.000,16811653.000
2021-09-17,1.527,0.738,,22513.000,69830.000,23.000,164.000,47317.000,141.000,905.000,412.000,16811653.000
2021-09-18,1.527,0.739,,21543.000,68124.000,21.000,160.000,46582.000,138.000,863.000,392.000,16811653.000
2021-09-19,1.527,0.740,,20619.000,66471.000,20.000,156.000,45852.000,135.000,822.000,372.000,16811653.000
2021-09-20,1.527,0.741,,19739.000,64867.000,19.000,152.000,45128.000,132.000,784.000,354.000,16811653.000
2021-09-21,1.527,0.742,,18901.000,63312.000,18.000,148.000,44411.000,129.000,747.000,337.000,16811653.000
2021-09-22,1.527,0.743,,18103.000,61805.000,18.000,144.000,43702.000,126.000,713.000,320.000,16811653.000
2021-09-23,1.527,0.745,,17342.000,60343.000,17.000,140.000,43001.000,123.000,680.000,305.000,16811653.000
2021-09-24,1.527,0.746,,16617.000,58926.000,16.000,137.000,42309.000,121.000,649.000,290.000,16811653.000
2021-09-25,1.527,0.747,,15926.000,57551.000,15.000,133.000,41625.000,118.000,620.000,277.000,16811653.000
2021-09-26,1.527,0.748,,15267.000,56218.000,14.000,130.000,40952.000,115.000,592.000,264.000,16811653.000
2021-09-27,1.527,0.749,,14639.000,54926.000,14.000,126.000,40288.000,113.000,565.000,251.000,16811653.000
2021-09-28,1.527,0.751,,14039.000,53673.000,13.000,123.000,39634.000,110.000,540.000,239.000,16811653.000
2021-09-29,1.527,0.752,,13468.000,52458.000,13.000,120.000,38990.000,108.000,516.000,228.000,16811653.000
2021-09-30,1.527,0.753,,12922.000,51279.000,12.000,117.000,38357.000,105.000,494.000,218.000,16811653.000
2021-10-01,1.527,0.754,,12402.000,50136.000,11.000,114.000,37734.000,103.000,472.000,208.000,16811653.000
2021-10-02,1.527,0.756,,11905.000,49027.000,11.000,111.000,37122.000,101.000,452.000,198.000,16811653.000
2021-10-03,1.527,0.757,,11431.000,47952.000,10.000,109.000,36521.000,98.000,432.000,189.000,16811653.000
2021-10-04,1.527,0.758,,10978.000,46909.000,10.000,106.000,35931.000,96.000,414.000,181.000,16811653.000
2021-10-05,1.527,0.759,,10546.000,45898.000,9.000,104.000,35352.000,94.000,396.000,173.000,16811653.000
2021-10-06,1.527,0.761,,10133.000,44917.000,9.000,101.000,34784.000,92.000,379.000,165.000,16811653.000
2021-10-07,1.527,0.762,,9738.000,43965.000,9.000,99.000,34227.000,90.000,363.000,158.000,16811653.000
2021-10-08,1.527,0.763,,9361.000,43042.000,8.000,96.000,33680.000,88.000,348.000,151.000,16811653.000
2021-10-09,1.527,0.765,,9001.000,42146.000,8.000,94.000,33145.000,86.000,334.000,144.000,16811653.000
2021-10-10,1.527,0.766,,8657.000,41277.000,8.000,92.000,32620.000,84.000,320.000,138.000,16811653.000
2021-10-11,1.527,0.767,,8327.000,40434.000,7.000,90.000,32107.000,82.000,307.000,132.000,16811653.000
2021-10-12,1.527,0.768,,8013.000,39616.000,7.000,88.000,31603.000,81.000,295.000,127.000,16811653.000
2021-10-13,1.527,0.770,,7711.000,38822.000,7.000,86.000,31111.000,79.000,283.000,121.000,16811653.000
2021-10-14,1.527,0.771,,7423.000,38052.000,6.000,84.000,30629.000,77.000,271.000,116.000,16811653.000
2021-10-15,1.527,0.772,,7148.000,37305.000,6.000,82.000,30157.000,76.000,261.000,111.000,16811653.000
2021-10-16,1.527,0.774,,6884.000,36580.000,6.000,80.000,29696.000,74.000,250.000,107.000,16811653.000
2021-10-17,1.527,0.775,,6632.000,35876.000,6.000,78.000,29244.000,72.000,240.000,102.000,16811653.000
2021-10-18,1.527,0.776,,6390.000,35193.000,5.000,76.000,28803.000,71.000,231.000,98.000,16811653.000
2021-10-19,1.527,0.778,,6159.000,34530.000,5.000,75.000,28372.000,70.000,222.000,94.000,16811653.000
2021-10-20,1.527,0.779,,5937.000,33887.000,5.000,73.000,27950.000,68.000,213.000,90.000,16811653.000
2021-10-21,1.527,0.780,,5725.000,33263.000,5.000,72.000,27538.000,67.000,205.000,87.000,16811653.000
2021-10-22,1.527,0.782,,5521.000,32657.000,5.000,70.000,27135.000,65.000,197.000,83.000,16811653.000
2021-10-23,1.527,0.783,,5327.000,32069.000,4.000,69.000,26742.000,64.000,190.000,80.000,16811653.000
2021-10-24,1.527,0.784,,5140.000,31498.000,4.000,67.000,26358.000,63.000,183.000,77.000,16811653.000
2021-10-25,1.527,0.786,,4961.000,30943.000,4.000,66.000,25983.000,62.000,176.000,74.000,16811653.000
2021-10-26,1.527,0.787,,4789.000,30406.000,4.000,64.000,25616.000,60.000,169.000,71.000,16811653.000
2021-10-27,1.527,0.788,,4625.000,29883.000,4.000,63.000,25259.000,59.000,163.000,68.000,16811653.000
2021-10-28,1.527,0.790,,4467.000,29376.000,4.000,62.000,24910.000,58.000,157.000,66.000,16811653.000
2021-10-29,1.527,0.791,,4315.000,28884.000,4.000,61.000,24569.000,57.000,151.000,63.000,16811653.000
2021-10-30,1.527,0.792,,4170.000,28406.000,3.000,59.000,24237.000,56.000,146.000,61.000,16811653.000
2021-10-31,1.527,0.794,,4030.000,27943.000,3.000,58.000,23912.000,55.000,141.000,58.000,16811653.000
2021-11-01,1.527,0.795,,3896.000,27492.000,3.000,57.000,23596.000,54.000,136.000,56.000,16811653.000
2021-11-02,1.527,0.797,,3768.000,27055.000,3.000,56.000,23287.000,53.000,131.000,54.000,16811653.000
2021-11-03,1.527,0.798,,3645.000,26631.000,3.000,55.000,22986.000,52.000,126.000,52.000,16811653.000
2021-11-04,1.527,0.799,,3526.000,26219.000,3.000,54.000,22693.000,51.000,122.000,50.000,16811653.000
2021-11-05,1.527,0.801,,3412.000,25819.000,3.000,53.000,22407.000,50.000,118.000,49.000,16811653.000
2021-11-06,1.527,0.802,,3303.000,25431.000,3.000,52.000,22128.000,49.000,114.000,47.000,16811653.000
2021-11-07,1.527,0.803,,3198.000,25054.000,3.000,51.000,21856.000,48.000,110.000,45.000,16811653.000
2021-11-08,1.527,0.805,,3097.000,24688.000,2.000,50.000,21591.000,48.000,106.000,43.000,16811653.000
2021-11-09,1.527,0.806,,2999.000,24333.000,2.000,49.000,21333.000,47.000,102.000,42.000,16811653.000
2021-11-10,1.527,0.807,,2906.000,23988.000,2.000,48.000,21082.000,46.000,99.000,41.000,16811653.000
2021-11-11,1.527,0.809,,2816.000,23653.000,2.000,47.000,20837.000,45.000,96.000,39.000,16811653.000
2021-11-12,1.527,0.810,,2730.000,23328.000,2.000,47.000,20599.000,45.000,93.000,38.000,16811653.000
2021-11-13,1.527,0.812,,2647.000,23013.000,2.000,46.000,20367.000,44.000,90.000,36.000,16811653.000
2021-11-14,1.527,0.813,,2567.000,22707.000,2.000,45.000,20141.000,43.000,87.000,35.000,16811653.000
2021-11-15,1.527,0.814,,2490.000,22411.000,2.000,44.000,19921.000,42.000,84.000,34.000,16811653.000
2021-11-16,1.527,0.816,,2416.000,22122.000,2.000,44.000,19707.000,42.000,81.000,33.000,16811653.000
2021-11-17,1.527,0.817,,2344.000,21843.000,2.000,43.000,19499.000,41.000,79.000,32.000,16811653.000
2021-11-18,1.527,0.819,,2276.000,21572.000,2.000,42.000,19296.000,41.000,76.000,31.000,16811653.000
2021-11-19,1.527,0.820,,2210.000,21309.000,2.000,42.000,19099.000,40.000,74.000,30.000,16811653.000
2021-11-20,1.527,0.821,,2146.000,21054.000,2.000,41.000,18908.000,39.000,71.000,29.000,16811653.000
2021-11-21,1.527,0.823,,2085.000,20807.000,2.000,40.000,18722.000,39.000,69.000,28.000,16811653.000
2021-11-22,1.527,0.824,,2025.000,20567.000,2.000,40.000,18541.000,38.000,67.000,27.000,16811653.000
2021-11-23,1.527,0.825,,1968.000,20334.000,1.000,39.000,18366.000,38.000,65.000,26.000,16811653.000
2021-11-24,1.527,0.827,,1914.000,20109.000,1.000,39.000,18195.000,37.000,63.000,25.000,16811653.000
2021-11-25,1.527,0.828,,1861.000,19890.000,1.000,38.000,18030.000,37.000,61.000,25.000,16811653.000
2021-11-26,1.527,0.830,,1810.000,19679.000,1.000,37.000,17869.000,36.000,59.000,24.000,16811653.000
2021-11-27,1.527,0.831,,1760.000,19474.000,1.000,37.000,17713.000,36.000,58.000,23.000,16811653.000
2021-11-28,1.527,0.832,,1713.000,19275.000,1.000,36.000,17562.000,35.000,56.000,22.000,16811653.000
2021-11-29,2.400,1.311,,1667.000,19100.000,1.000,36.000,17433.000,35.000,54.000,22.000,16811653.000
2021-11-30,2.400,1.313,,1628.000,19043.000,1.000,35.000,17415.000,34.000,53.000,21.000,16811653.000
2021-12-01,2.400,1.315,,1619.000,19468.000,1.000,35.000,17849.000,34.000,51.000,20.000,16811653.000
2021-12-02,2.400,1.317,,1645.000,20302.000,1.000,35.000,18657.000,33.000,50.000,20.000,16811653.000
2021-12-03,2.400,1.320,,1696.000,21428.000,1.000,34.000,19732.000,33.000,49.000,19.000,16811653.000
2021-12-04,2.400,1.322,,1762.000,22747.000,1.000,34.000,20985.000,33.000,48.000,19.000,16811653.000
2021-12-05,2.400,1.324,,1838.000,24204.000,1.000,34.000,22366.000,33.000,47.000,18.000,16811653.000
2021-12-06,2.400,1.326,,1919.000,25775.000,1.000,33.000,23856.000,32.000,46.000,18.000,16811653.000
2021-12-07,2.400,1.328,,2005.000,27454.000,1.000,33.000,25449.000,32.000,46.000,18.000,16811653.000
2021-12-08,2.400,1.330,,2095.000,29246.000,1.000,33.000,27151.000,32.000,46.000,18.000,16811653.000
2021-12-09,2.400,1.332,,2190.000,31160.000,1.000,34.000,28970.000,33.000,46.000,17.000,16811653.000
2021-12-10,2.400,1.335,,2289.000,33203.000,1.000,34.000,30915.000,33.000,46.000,17.000,16811653.000
2021-12-11,2.400,1.337,,2393.000,35388.000,1.000,35.000,32995.000,34.000,47.000,17.000,16811653.000
2021-12-12,2.400,1.339,,2503.000,37724.000,1.000,36.000,35221.000,35.000,48.000,18.000,16811653.000
2021-12-13,2.400,1.341,,2618.000,40223.000,1.000,37.000,37604.000,36.000,49.000,18.000,16811653.000
2021-12-14,2.400,1.343,,2740.000,42895.000,1.000,38.000,40156.000,37.000,50.000,18.000,16811653.000
2021-12-15,2.400,1.345,,2867.000,45754.000,1.000,39.000,42887.000,38.000,52.000,18.000,16811653.000
2021-12-16,2.400,1.347,,3002.000,48813.000,1.000,41.000,45811.000,40.000,54.000,19.000,16811653.000
2021-12-17,2.400,1.350,,3143.000,52086.000,1.000,43.000,48943.000,42.000,56.000,19.000,16811653.000
2021-12-18,2.400,1.352,,3293.000,55588.000,1.000,45.000,52295.000,44.000,58.000,20.000,16811653.000
2021-12-19,2.400,1.354,,3450.000,59335.000,1.000,48.000,55885.000,46.000,60.000,20.000,16811653.000
2021-12-20,2.400,1.356,,3616.000,63345.000,1.000,50.000,59730.000,49.000,62.000,21.000,16811653.000
2021-12-21,2.400,1.358,,3790.000,67636.000,1.000,53.000,63846.000,52.000,65.000,22.000,16811653.000
2021-12-22,2.400,1.360,,3974.000,72228.000,1.000,56.000,68253.000,55.000,68.000,22.000,16811653.000
2021-12-23,2.400,1.362,,4168.000,77141.000,1.000,59.000,72973.000,58.000,71.000,23.000,16811653.000
2021-12-24,2.400,1.364,,4373.000,82398.000,1.000,63.000,78025.000,62.000,74.000,24.000,16811653.000
2021-12-25,2.400,1.366,,4589.000,88023.000,1.000,67.000,83434.000,66.000,78.000,25.000,16811653.000
2021-12-26,2.400,1.368,,4817.000,94040.000,1.000,71.000,89224.000,70.000,81.000,26.000,16811653.000
2021-12-27,2.400,1.370,,5057.000,100477.000,1.000,76.000,95420.000,74.000,85.000,27.000,16811653.000
2021-12-28,2.400,1.373,,5311.000,107362.000,1.000,81.000,102051.000,79.000,89.000,29.000,16811653.000
2021-12-29,2.400,1.375,,5579.000,114724.000,2.000,86.000,109146.000,84.000,93.000,30.000,16811653.000
2021-12-30,2.400,1.377,,5862.000,122596.000,2.000,92.000,116734.000,90.000,98.000,31.000,16811653.000
2021-12-31,2.400,1.379,,6160.000,131009.000,2.000,98.000,124849.000,96.000,103.000,33.000,16811653.000
2022-01-01,2.400,1.381,,6476.000,140000.000,2.000,104.000,133524.000,102.000,108.000,34.000,16811653.000
2022-01-02,2.400,1.383,,6809.000,149605.000,2.000,111.000,142796.000,109.000,113.000,36.000,16811653.000
2022-01-03,2.400,1.385,,7162.000,159863.000,2.000,119.000,152701.000,117.000,119.000,38.000,16811653.000
2022-01-04,2.400,1.387,,7534.000,170812.000,2.000,127.000,163278.000,124.000,125.000,39.000,16811653.000
2022-01-05,2.400,1.389,,7928.000,182496.000,2.000,135.000,174568.000,133.000,131.000,41.000,16811653.000
2022-01-06,2.400,1.391,,8344.000,194957.000,2.000,144.000,186613.000,142.000,138.000,43.000,16811653.000
2022-01-07,2.400,1.393,,8784.000,208240.000,2.000,154.000,199456.000,152.000,145.000,46.000,16811653.000
2022-01-08,2.400,1.394,,9250.000,222390.000,2.000,164.000,213140.000,162.000,152.000,48.000,16811653.000
2022-01-09,2.400,1.396,,9743.000,237455.000,3.000,176.000,227713.000,173.000,160.000,50.000,16811653.000
2022-01-10,2.400,1.398,,10264.000,253482.000,3.000,188.000,243218.000,185.000,168.000,53.000,16811653.000
2022-01-11,2.400,1.400,,10816.000,270519.000,3.000,200.000,259704.000,197.000,177.000,56.000,16811653.000
2022-01-12,2.400,1.402,,11400.000,288614.000,3.000,214.000,277215.000,211.000,187.000,58.000,16811653.000
2022-01-13,2.400,1.404,,12018.000,307815.000,3.000,229.000,295797.000,225.000,196.000,61.000,16811653.000
2022-01-14,2.400,1.406,,12672.000,328169.000,3.000,244.000,315496.000,241.000,207.000,65.000,16811653.000
2022-01-15,2.400,1.408,,13366.000,349720.000,4.000,261.000,336354.000,257.000,218.000,68.000,16811653.000
2022-01-16,2.400,1.409,,14100.000,372511.000,4.000,278.000,358411.000,275.000,229.000,72.000,16811653.000
2022-01-17,2.400,1.411,,14878.000,396582.000,4.000,300.000,381704.000,296.000,242.000,76.000,16811653.000
2022-01-18,2.400,1.413,,15703.000,421969.000,4.000,392.000,406267.000,388.000,255.000,80.000,16811653.000
2022-01-19,2.400,1.415,,16576.000,448703.000,4.000,529.000,432127.000,525.000,269.000,84.000,16811653.000
2022-01-20,2.400,1.416,,17502.000,476807.000,5.000,632.000,459305.000,628.000,283.000,88.000,16811653.000
2022-01-21,2.400,1.418,,18484.000,506299.000,5.000,706.000,487815.000,701.000,299.000,93.000,16811653.000
2022-01-22,2.400,1.420,,19524.000,537186.000,5.000,766.000,517662.000,761.000,315.000,98.000,16811653.000
2022-01-23,2.400,1.421,,20627.000,569467.000,5.000,824.000,548840.000,819.000,333.000,104.000,16811653.000
2022-01-24,2.400,1.423,,21797.000,603128.000,6.000,883.000,581331.000,877.000,351.000,110.000,16811653.000
2022-01-25,2.400,1.424,,23038.000,638142.000,6.000,945.000,615104.000,939.000,371.000,116.000,16811653.000
2022-01-26,2.400,1.426,,24354.000,674467.000,6.000,1010.000,650113.000,1004.000,392.000,122.000,16811653.000
2022-01-27,2.400,1.427,,25751.000,712046.000,7.000,1079.000,686295.000,1072.000,414.000,129.000,16811653.000
2022-01-28,2.400,1.429,,27232.000,750802.000,7.000,1151.000,723570.000,1144.000,437.000,136.000,16811653.000
2022-01-29,2.400,1.430,,28804.000,790641.000,7.000,1227.000,761838.000,1220.000,462.000,144.000,16811653.000
2022-01-30,2.400,1.431,,30471.000,831448.000,8.000,1306.000,800976.000,1298.000,488.000,152.000,16811653.000
2022-01-31,2.400,1.433,,32241.000,873085.000,8.000,1388.000,840844.000,1380.000,516.000,161.000,16811653.000
2022-02-01,2.400,1.434,,34120.000,915394.000,9.000,1474.000,881274.000,1465.000,546.000,170.000,16811653.000
2022-02-02,2.400,1.435,,36113.000,958194.000,9.000,1562.000,922081.000,1552.000,577.000,180.000,16811653.000
2022-02-03,2.400,1.436,,38229.000,1001280.000,10.000,1652.000,963051.000,1643.000,610.000,190.000,16811653.000
2022-02-04,2.400,1.437,,40475.000,1044429.000,10.000,1745.000,1003954.000,1735.000,646.000,201.000,16811653.000
2022-02-05,2.400,1.438,,42859.000,1087392.000,11.000,1840.000,1044533.000,1829.000,683.000,213.000,16811653.000
2022-02-06,2.400,1.439,,45389.000,1129906.000,12.000,1937.000,1084516.000,1925.000,723.000,225.000,16811653.000
2022-02-07,2.400,1.440,,48076.000,1171687.000,12.000,2035.000,1123611.000,2023.000,765.000,238.000,16811653.000
2022-02-08,2.400,1.441,,50927.000,1212440.000,13.000,2134.000,1161513.000,2121.000,810.000,252.000,16811653.000
2022-02-09,2.400,1.442,,53954.000,1251858.000,14.000,2233.000,1197904.000,2219.000,858.000,267.000,16811653.000
2022-02-10,2.400,1.442,,57167.000,1289628.000,15.000,2331.000,1232462.000,2317.000,909.000,282.000,16811653.000
2022-02-11,2.400,1.443,,60576.000,1325437.000,15.000,2429.000,1264860.000,2414.000,963.000,299.000,16811653.000
2022-02-12,2.400,1.443,,64195.000,1358972.000,16.000,2526.000,1294777.000,2510.000,1020.000,317.000,16811653.000
2022-02-13,2.400,1.444,,68036.000,1389932.000,17.000,2621.000,1321896.000,2604.000,1081.000,336.000,16811653.000
2022-02-14,2.400,1.444,,72111.000,1418030.000,18.000,2713.000,1345918.000,2695.000,1145.000,356.000,16811653.000
2022-02-15,2.400,1.444,,76435.000,1442996.000,19.000,2802.000,1366561.000,2783.000,1214.000,377.000,16811653.000
2022-02-16,2.400,1.444,,81022.000,1464588.000,21.000,2887.000,1383566.000,2866.000,1286.000,400.000,16811653.000
2022-02-17,2.400,1.444,,85887.000,1482595.000,22.000,2967.000,1396708.000,2945.000,1364.000,424.000,16811653.000
2022-02-18,2.400,1.444,,91047.000,1496838.000,23.000,3042.000,1405791.000,3019.000,1446.000,449.000,16811653.000
2022-02-19,2.400,1.444,,96517.000,1507177.000,25.000,3111.000,1410660.000,3087.000,1533.000,476.000,16811653.000
2022-02-20,2.400,1.443,,102315.000,1513516.000,26.000,3174.000,1411201.000,3148.000,1626.000,505.000,16811653.000
2022-02-21,2.400,1.442,,108460.000,1515801.000,28.000,3230.000,1407341.000,3202.000,1724.000,535.000,16811653.000
2022-02-22,2.400,1.442,,114969.000,1514022.000,29.000,3278.000,1399052.000,3249.000,1829.000,568.000,16811653.000
2022-02-23,2.400,1.441,,121863.000,1508214.000,31.000,3319.000,1386351.000,3288.000,1939.000,602.000,16811653.000
2022-02-24,2.400,1.439,,129161.000,1498457.000,33.000,3351.000,1369296.000,3318.000,2057.000,639.000,16811653.000
2022-02-25,2.400,1.438,,136884.000,1484871.000,35.000,3375.000,1347988.000,3340.000,2182.000,678.000,16811653.000
2022-02-26,2.400,1.436,,145053.000,1467616.000,37.000,3390.000,1322563.000,3353.000,2315.000,719.000,16811653.000
2022-02-27,2.400,1.435,,153690.000,1446885.000,39.000,3397.000,1293196.000,3358.000,2455.000,763.000,16811653.000
2022-02-28,2.400,1.433,,162816.000,1422904.000,42.000,3395.000,1260088.000,3353.000,2605.000,809.000,16811653.000
2022-03-01,2.400,1.431,,172455.000,1395923.000,44.000,3384.000,1223468.000,3340.000,2763.000,859.000,16811653.000
2022-03-02,2.400,1.428,,182628.000,1366213.000,47.000,3365.000,1183584.000,3318.000,2931.000,911.000,16811653.000
2022-03-03,2.400,1.425,,193359.000,1334060.000,50.000,3338.000,1140701.000,3288.000,3109.000,966.000,16811653.000
2022-03-04,2.400,1.423,,204669.000,1299760.000,53.000,3303.000,1095091.000,3250.000,3297.000,1025.000,16811653.000
2022-03-05,2.400,1.419,,216581.000,1263615.000,56.000,3260.000,1047034.000,3204.000,3497.000,1088.000,16811653.000
2022-03-06,2.400,1.416,,229117.000,1225925.000,60.000,3211.000,996809.000,3151.000,3708.000,1154.000,16811653.000
2022-03-07,2.400,1.412,,242296.000,1186987.000,63.000,3154.000,944691.000,3091.000,3931.000,1224.000,16811653.000
2022-03-08,2.400,1.408,,256140.000,1147089.000,67.000,3092.000,890950.000,3025.000,4168.000,1298.000,16811653.000
2022-03-09,2.400,1.404,,270665.000,1106508.000,71.000,3024.000,835842.000,2953.000,4418.000,1376.000,16811653.000
2022-03-10,2.400,1.399,,285890.000,1065504.000,76.000,2952.000,779613.000,2876.000,4682.000,1459.000,16811653.000
2022-03-11,2.400,1.394,,301829.000,1024322.000,80.000,2875.000,722493.000,2794.000,4960.000,1546.000,16811653.000
2022-03-12,2.400,1.388,,318494.000,983188.000,85.000,2794.000,664695.000,2709.000,5254.000,1639.000,16811653.000
2022-03-13,2.400,1.383,,335894.000,942309.000,90.000,2710.000,606415.000,2620.000,5564.000,1736.000,16811653.000
2022-03-14,2.400,1.377,,354036.000,901870.000,96.000,2623.000,547834.000,2528.000,5891.000,1839.000,16811653.000
2022-03-15,2.400,1.370,,372922.000,862036.000,101.000,2535.000,489114.000,2434.000,6234.000,1948.000,16811653.000
2022-03-16,2.400,1.363,,392550.000,822951.000,107.000,2445.000,430401.000,2338.000,6596.000,2062.000,16811653.000
2022-03-17,2.400,1.356,,412913.000,784739.000,114.000,2354.000,371827.000,2240.000,6975.000,2182.000,16811653.000
2022-03-18,2.400,1.348,,433999.000,747506.000,120.000,2263.000,313508.000,2142.000,7374.000,2308.000,16811653.000
2022-03-19,2.400,1.340,,455789.000,711339.000,127.000,2171.000,255549.000,2044.000,7791.000,2441.000,16811653.000
2022-03-20,2.400,1.332,,478261.000,676306.000,135.000,2080.000,198045.000,1945.000,8228.000,2580.000,16811653.000
2022-03-21,2.400,1.323,,501381.000,642462.000,143.000,1990.000,141082.000,1847.000,8685.000,2726.000,16811653.000
2022-03-22,2.400,1.314,,525111.000,609847.000,151.000,1900.000,84736.000,1749.000,9163.000,2879.000,16811653.000
2022-03-23,2.400,1.305,,549405.000,578486.000,159.000,1812.000,29081.000,1653.000,9660.000,3038.000,16811653.000
2022-03-24,2.400,1.295,,574208.000,548394.000,168.000,1726.000,0.000,1558.000,10179.000,3205.000,16811653.000
2022-03-25,2.400,1.284,,599456.000,519575.000,178.000,1642.000,0.000,1464.000,10717.000,3379.000,16811653.000
2022-03-26,2.400,1.274,,625078.000,492025.000,188.000,1559.000,0.000,1372.000,11276.000,3559.000,16811653.000
2022-03-27,2.400,1.263,,650992.000,465730.000,198.000,1479.000,0.000,1281.000,11855.000,3747.000,16811653.000
2022-03-28,2.400,1.251,,677110.000,440671.000,209.000,1401.000,0.000,1193.000,12453.000,3942.000,16811653.000
2022-03-29,2.400,1.240,,703334.000,416823.000,220.000,1326.000,0.000,1106.000,13070.000,4143.000,16811653.000
2022-03-30,2.400,1.228,,729556.000,394156.000,231.000,1253.000,0.000,1022.000,13706.000,4352.000,16811653.000
2022-03-31,2.400,1.215,,755663.000,372636.000,243.000,1183.000,0.000,940.000,14358.000,4566.000,16811653.000
2022-04-01,2.400,1.203,,781534.000,352228.000,258.000,1116.000,0.000,858.000,15026.000,4785.000,16811653.000
2022-04-02,2.400,1.190,,807042.000,332891.000,321.000,1051.000,0.000,730.000,15709.000,4960.000,16811653.000
2022-04-03,2.400,1.177,,832054.000,314587.000,413.000,989.000,0.000,576.000,16405.000,5062.000,16811653.000
2022-04-04,2.400,1.164,,856433.000,297273.000,478.000,929.000,0.000,451.000,17113.000,5120.000,16811653.000
2022-04-05,2.400,1.150,,880041.000,280908.000,519.000,872.000,0.000,353.000,17829.000,5158.000,16811653.000
2022-04-06,2.400,1.137,,902737.000,265449.000,548.000,818.000,0.000,270.000,18552.000,5188.000,16811653.000
2022-04-07,2.400,1.123,,924382.000,250855.000,573.000,766.000,0.000,193.000,19280.000,5216.000,16811653.000
2022-04-08,2.400,1.109,,944837.000,237085.000,596.000,717.000,0.000,120.000,20010.000,5243.000,16811653.000
2022-04-09,2.400,1.096,,963970.000,224097.000,619.000,670.000,0.000,50.000,20739.000,5270.000,16811653.000
2022-04-10,2.400,1.082,,981653.000,211853.000,642.000,625.000,0.000,0.000,21464.000,5296.000,16811653.000
2022-04-11,2.400,1.068,,997766.000,200313.000,665.000,583.000,0.000,0.000,22182.000,5322.000,16811653.000
2022-04-12,2.400,1.054,,1012198.000,189440.000,687.000,542.000,0.000,0.000,22890.000,5346.000,16811653.000
2022-04-13,2.400,1.040,,1024848.000,179198.000,708.000,504.000,0.000,0.000,23584.000,5370.000,16811653.000
2022-04-14,2.400,1.027,,1035630.000,169553.000,729.000,469.000,0.000,0.000,24261.000,5393.000,16811653.000
2022-04-15,2.400,1.013,,1044471.000,160470.000,749.000,445.000,0.000,0.000,24917.000,5414.000,16811653.000
2022-04-16,2.400,1.000,,1051311.000,151919.000,768.000,429.000,0.000,0.000,25550.000,5434.000,16811653.000
2022-04-17,2.400,0.987,,1056108.000,143869.000,786.000,414.000,0.000,0.000,26155.000,5452.000,16811653.000
2022-04-18,2.400,0.974,,1058834.000,136291.000,802.000,401.000,0.000,0.000,26729.000,5469.000,16811653.000
2022-04-19,2.400,0.961,,1059481.000,129158.000,817.000,387.000,0.000,0.000,27269.000,5484.000,16811653.000
2022-04-20,2.400,0.948,,1058054.000,122442.000,831.000,374.000,0.000,0.000,27772.000,5496.000,16811653.000
