Model parameters used
country,#general beds,#critical beds,%vaccine efficacy (against infection & mild illness),%vaccine efficacy (against hospitalisation & death),vaccine durability (days),introduction date,%vaccine courses available (% of population),#fully vaccinated/week,prioritisation & allocation,Vaccine uptake (% of group targeted),phase start #1,phase end #1,Rt #1,phase start #2,phase end #2,Rt #2
"Iran",169169,4879,90.000,96.000,1095,2021-05-27,20.000,2100000.000,"HCW and Elderly",80.000,2021-05-27,2021-11-27,1.527,2021-11-28,2023-01-01,2.400

Model output
date,Rt,Reff,reported deaths,infections,infections counterfactual,deaths,deaths conterfactual,infections averted,deaths averted,hospitalisations,critical care,fully vaccinated persons (cumulative)
2021-01-05,1.086,0.851,82.000,58948.000,58948.000,106.000,106.000,0.000,0.000,3505.000,1583.000,0.000
2021-01-06,1.086,0.851,103.000,58847.000,58847.000,104.000,104.000,0.000,0.000,3477.000,1560.000,0.000
2021-01-07,1.086,0.850,85.000,58397.000,58397.000,103.000,103.000,0.000,0.000,3452.000,1538.000,0.000
2021-01-08,1.086,0.850,82.000,57640.000,57640.000,101.000,101.000,0.000,0.000,3431.000,1519.000,0.000
2021-01-09,1.086,0.850,71.000,56687.000,56687.000,100.000,100.000,0.000,0.000,3410.000,1501.000,0.000
2021-01-10,1.086,0.850,91.000,55633.000,55633.000,99.000,99.000,0.000,0.000,3389.000,1484.000,0.000
2021-01-11,1.086,0.849,98.000,54543.000,54543.000,98.000,98.000,0.000,0.000,3366.000,1467.000,0.000
2021-01-12,1.086,0.849,97.000,53450.000,53450.000,97.000,97.000,0.000,0.000,3340.000,1450.000,0.000
2021-01-13,1.086,0.849,81.000,52371.000,52371.000,96.000,96.000,0.000,0.000,3311.000,1433.000,0.000
2021-01-14,1.086,0.849,83.000,51314.000,51314.000,96.000,96.000,0.000,0.000,3279.000,1416.000,0.000
2021-01-15,1.086,0.849,96.000,50280.000,50280.000,95.000,95.000,0.000,0.000,3243.000,1398.000,0.000
2021-01-16,1.086,0.848,86.000,49269.000,49269.000,94.000,94.000,0.000,0.000,3205.000,1380.000,0.000
2021-01-17,1.086,0.848,83.000,48279.000,48279.000,93.000,93.000,0.000,0.000,3164.000,1362.000,0.000
2021-01-18,1.086,0.848,87.000,47312.000,47312.000,92.000,92.000,0.000,0.000,3120.000,1343.000,0.000
2021-01-19,1.155,0.901,84.000,46364.000,46364.000,91.000,91.000,0.000,0.000,3075.000,1324.000,0.000
2021-01-20,1.155,0.901,93.000,45485.000,45485.000,89.000,89.000,0.000,0.000,3028.000,1304.000,0.000
2021-01-21,1.155,0.901,75.000,44740.000,44740.000,88.000,88.000,0.000,0.000,2980.000,1284.000,0.000
2021-01-22,1.155,0.901,69.000,44113.000,44113.000,87.000,87.000,0.000,0.000,2932.000,1265.000,0.000
2021-01-23,1.155,0.901,89.000,43565.000,43565.000,86.000,86.000,0.000,0.000,2884.000,1245.000,0.000
2021-01-24,1.155,0.900,98.000,43063.000,43063.000,84.000,84.000,0.000,0.000,2836.000,1225.000,0.000
2021-01-25,1.155,0.900,79.000,42587.000,42587.000,83.000,83.000,0.000,0.000,2790.000,1206.000,0.000
2021-01-26,1.155,0.900,91.000,42125.000,42125.000,82.000,82.000,0.000,0.000,2745.000,1188.000,0.000
2021-01-27,1.155,0.900,85.000,41671.000,41671.000,81.000,81.000,0.000,0.000,2702.000,1169.000,0.000
2021-01-28,1.155,0.900,71.000,41223.000,41223.000,79.000,79.000,0.000,0.000,2661.000,1152.000,0.000
2021-01-29,1.155,0.899,82.000,40781.000,40781.000,78.000,78.000,0.000,0.000,2622.000,1135.000,0.000
2021-01-30,1.155,0.899,70.000,40345.000,40345.000,77.000,77.000,0.000,0.000,2584.000,1118.000,0.000
2021-01-31,1.155,0.899,79.000,39914.000,39914.000,76.000,76.000,0.000,0.000,2548.000,1102.000,0.000
2021-02-01,1.155,,,39489.000,39489.000,75.000,75.000,0.000,0.000,2513.000,1087.000,0.000
2021-02-02,1.468,,,39069.000,39069.000,74.000,74.000,0.000,0.000,2480.000,1072.000,0.000
2021-02-03,1.468,,,38832.000,38832.000,73.000,73.000,0.000,0.000,2448.000,1057.000,0.000
2021-02-04,1.468,,,39028.000,39028.000,72.000,72.000,0.000,0.000,2418.000,1043.000,0.000
2021-02-05,1.468,,,39607.000,39607.000,71.000,71.000,0.000,0.000,2390.000,1030.000,0.000
2021-02-06,1.468,,,40440.000,40440.000,70.000,70.000,0.000,0.000,2366.000,1019.000,0.000
2021-02-07,1.468,,,41420.000,41420.000,69.000,69.000,0.000,0.000,2348.000,1008.000,0.000
2021-02-08,1.468,,,42481.000,42481.000,68.000,68.000,0.000,0.000,2336.000,1000.000,0.000
2021-02-09,1.468,,,43590.000,43590.000,67.000,67.000,0.000,0.000,2330.000,995.000,0.000
2021-02-10,1.468,,,44732.000,44732.000,67.000,67.000,0.000,0.000,2332.000,991.000,0.000
2021-02-11,1.468,,,45904.000,45904.000,67.000,67.000,0.000,0.000,2341.000,990.000,0.000
2021-02-12,1.468,,,47105.000,47105.000,66.000,66.000,0.000,0.000,2356.000,991.000,0.000
2021-02-13,1.468,,,48336.000,48336.000,66.000,66.000,0.000,0.000,2378.000,994.000,0.000
2021-02-14,1.468,,,49600.000,49600.000,66.000,66.000,0.000,0.000,2406.000,1000.000,0.000
2021-02-15,1.468,,,50897.000,50897.000,67.000,67.000,0.000,0.000,2439.000,1007.000,0.000
2021-02-16,1.264,,,52228.000,52228.000,67.000,67.000,0.000,0.000,2477.000,1017.000,0.000
2021-02-17,1.264,,,53438.000,53438.000,68.000,68.000,0.000,0.000,2520.000,1029.000,0.000
2021-02-18,1.264,,,54300.000,54300.000,69.000,69.000,0.000,0.000,2567.000,1042.000,0.000
2021-02-19,1.264,,,54848.000,54848.000,70.000,70.000,0.000,0.000,2616.000,1056.000,0.000
2021-02-20,1.264,,,55189.000,55189.000,71.000,71.000,0.000,0.000,2667.000,1072.000,0.000
2021-02-21,1.264,,,55419.000,55419.000,72.000,72.000,0.000,0.000,2716.000,1087.000,0.000
2021-02-22,1.264,,,55596.000,55596.000,73.000,73.000,0.000,0.000,2764.000,1103.000,0.000
2021-02-23,1.264,,,55753.000,55753.000,74.000,74.000,0.000,0.000,2810.000,1119.000,0.000
2021-02-24,1.264,,,55906.000,55906.000,75.000,75.000,0.000,0.000,2852.000,1134.000,0.000
2021-02-25,1.264,,,56060.000,56060.000,76.000,76.000,0.000,0.000,2891.000,1148.000,0.000
2021-02-26,1.264,,,56217.000,56217.000,78.000,78.000,0.000,0.000,2926.000,1161.000,0.000
2021-02-27,1.264,,,56377.000,56377.000,79.000,79.000,0.000,0.000,2959.000,1174.000,0.000
2021-02-28,1.264,,,56539.000,56539.000,80.000,80.000,0.000,0.000,2988.000,1186.000,0.000
2021-03-01,1.264,0.976,86.000,56702.000,56702.000,81.000,81.000,0.000,0.000,3015.000,1198.000,0.000
2021-03-02,1.477,1.141,86.000,56868.000,56868.000,82.000,82.000,0.000,0.000,3039.000,1209.000,0.000
2021-03-03,1.477,1.140,78.000,57213.000,57213.000,82.000,82.000,0.000,0.000,3061.000,1219.000,0.000
2021-03-04,1.477,1.140,81.000,57990.000,57990.000,83.000,83.000,0.000,0.000,3082.000,1228.000,0.000
2021-03-05,1.477,1.140,82.000,59157.000,59157.000,84.000,84.000,0.000,0.000,3103.000,1238.000,0.000
2021-03-06,1.477,1.139,93.000,60588.000,60588.000,85.000,85.000,0.000,0.000,3125.000,1248.000,0.000
2021-03-07,1.477,1.139,99.000,62181.000,62181.000,85.000,85.000,0.000,0.000,3151.000,1259.000,0.000
2021-03-08,1.477,1.139,81.000,63871.000,63871.000,86.000,86.000,0.000,0.000,3181.000,1271.000,0.000
2021-03-09,1.477,1.138,61.000,65626.000,65626.000,87.000,87.000,0.000,0.000,3217.000,1285.000,0.000
2021-03-10,1.477,1.138,88.000,67432.000,67432.000,87.000,87.000,0.000,0.000,3259.000,1300.000,0.000
2021-03-11,1.477,1.137,53.000,69287.000,69287.000,88.000,88.000,0.000,0.000,3307.000,1317.000,0.000
2021-03-12,1.477,1.137,73.000,71189.000,71189.000,89.000,89.000,0.000,0.000,3362.000,1337.000,0.000
2021-03-13,1.477,1.137,88.000,73142.000,73142.000,91.000,91.000,0.000,0.000,3422.000,1358.000,0.000
2021-03-14,1.477,1.136,100.000,75145.000,75145.000,92.000,92.000,0.000,0.000,3488.000,1381.000,0.000
2021-03-15,1.477,1.136,97.000,77203.000,77203.000,93.000,93.000,0.000,0.000,3560.000,1406.000,0.000
2021-03-16,1.512,1.162,65.000,79315.000,79315.000,95.000,95.000,0.000,0.000,3636.000,1433.000,0.000
2021-03-17,1.512,1.162,89.000,81519.000,81519.000,97.000,97.000,0.000,0.000,3718.000,1461.000,0.000
2021-03-18,1.512,1.161,68.000,83870.000,83870.000,99.000,99.000,0.000,0.000,3805.000,1492.000,0.000
2021-03-19,1.512,1.161,75.000,86363.000,86363.000,101.000,101.000,0.000,0.000,3897.000,1524.000,0.000
2021-03-20,1.512,1.160,73.000,88974.000,88974.000,103.000,103.000,0.000,0.000,3994.000,1559.000,0.000
2021-03-21,1.512,1.160,80.000,91686.000,91686.000,105.000,105.000,0.000,0.000,4096.000,1595.000,0.000
2021-03-22,1.512,1.159,74.000,94488.000,94488.000,108.000,108.000,0.000,0.000,4203.000,1633.000,0.000
2021-03-23,1.512,1.159,94.000,97375.000,97375.000,110.000,110.000,0.000,0.000,4316.000,1674.000,0.000
2021-03-24,1.512,1.158,97.000,100347.000,100347.000,113.000,113.000,0.000,0.000,4434.000,1716.000,0.000
2021-03-25,1.512,1.158,81.000,103404.000,103404.000,116.000,116.000,0.000,0.000,4557.000,1761.000,0.000
2021-03-26,1.512,1.157,85.000,106548.000,106548.000,119.000,119.000,0.000,0.000,4686.000,1808.000,0.000
2021-03-27,1.512,1.157,89.000,109781.000,109781.000,122.000,122.000,0.000,0.000,4820.000,1857.000,0.000
2021-03-28,1.512,1.156,81.000,113105.000,113105.000,125.000,125.000,0.000,0.000,4959.000,1907.000,0.000
2021-03-29,1.512,1.156,91.000,116522.000,116522.000,129.000,129.000,0.000,0.000,5104.000,1960.000,0.000
2021-03-30,1.774,1.355,96.000,120034.000,120034.000,132.000,132.000,0.000,0.000,5254.000,2016.000,0.000
2021-03-31,1.774,1.355,94.000,124103.000,124103.000,136.000,136.000,0.000,0.000,5409.000,2073.000,0.000
2021-04-01,1.774,,,129407.000,129407.000,140.000,140.000,0.000,0.000,5571.000,2133.000,0.000
2021-04-02,1.774,,,135872.000,135872.000,144.000,144.000,0.000,0.000,5742.000,2196.000,0.000
2021-04-03,1.774,,,143229.000,143229.000,148.000,148.000,0.000,0.000,5926.000,2263.000,0.000
2021-04-04,1.774,,,151254.000,151254.000,153.000,153.000,0.000,0.000,6129.000,2337.000,0.000
2021-04-05,1.774,,,159823.000,159823.000,158.000,158.000,0.000,0.000,6352.000,2417.000,0.000
2021-04-06,1.774,,,168884.000,168884.000,163.000,163.000,0.000,0.000,6599.000,2505.000,0.000
2021-04-07,1.774,,,178428.000,178428.000,168.000,168.000,0.000,0.000,6872.000,2601.000,0.000
2021-04-08,1.774,,,188469.000,188469.000,175.000,175.000,0.000,0.000,7171.000,2706.000,0.000
2021-04-09,1.774,,,199026.000,199026.000,181.000,181.000,0.000,0.000,7497.000,2821.000,0.000
2021-04-10,1.774,,,210124.000,210124.000,189.000,189.000,0.000,0.000,7852.000,2945.000,0.000
2021-04-11,1.774,,,221784.000,221784.000,197.000,197.000,0.000,0.000,8235.000,3079.000,0.000
2021-04-12,1.774,,,234029.000,234029.000,206.000,206.000,0.000,0.000,8648.000,3224.000,0.000
2021-04-13,1.527,,,246882.000,246882.000,215.000,215.000,0.000,0.000,9090.000,3379.000,0.000
2021-04-14,1.527,,,259491.000,259491.000,226.000,226.000,0.000,0.000,9561.000,3545.000,0.000
2021-04-15,1.527,,,270585.000,270585.000,237.000,237.000,0.000,0.000,10061.000,3721.000,0.000
2021-04-16,1.527,,,280297.000,280297.000,248.000,248.000,0.000,0.000,10584.000,3907.000,0.000
2021-04-17,1.527,,,289160.000,289160.000,261.000,261.000,0.000,0.000,11123.000,4100.000,0.000
2021-04-18,1.527,,,297632.000,297632.000,274.000,274.000,0.000,0.000,11671.000,4298.000,0.000
2021-04-19,1.527,,,306000.000,306000.000,288.000,288.000,0.000,0.000,12221.000,4500.000,0.000
2021-04-20,1.527,,,314411.000,314411.000,302.000,302.000,0.000,0.000,12771.000,4704.000,0.000
2021-04-21,1.527,,,322926.000,322926.000,336.000,336.000,0.000,0.000,13318.000,4890.000,0.000
2021-04-22,1.527,,,331562.000,331562.000,419.000,419.000,0.000,0.000,13859.000,5008.000,0.000
2021-04-23,1.527,,,340315.000,340315.000,491.000,491.000,0.000,0.000,14396.000,5071.000,0.000
2021-04-24,1.527,,,349176.000,349176.000,535.000,535.000,0.000,0.000,14928.000,5107.000,0.000
2021-04-25,1.527,,,358134.000,358134.000,563.000,563.000,0.000,0.000,15455.000,5132.000,0.000
2021-04-26,1.527,,,367178.000,367178.000,585.000,585.000,0.000,0.000,15979.000,5154.000,0.000
2021-04-27,1.527,,,376296.000,376296.000,605.000,605.000,0.000,0.000,16501.000,5175.000,0.000
2021-04-28,1.527,,,385478.000,385478.000,624.000,624.000,0.000,0.000,17021.000,5196.000,0.000
2021-04-29,1.527,,,394713.000,394713.000,644.000,644.000,0.000,0.000,17540.000,5218.000,0.000
2021-04-30,1.527,,,403988.000,403988.000,665.000,665.000,0.000,0.000,18058.000,5239.000,0.000
2021-05-01,1.527,1.128,117.000,413291.000,413291.000,685.000,685.000,0.000,0.000,18577.000,5261.000,0.000
2021-05-02,1.527,1.126,123.000,422609.000,422609.000,706.000,706.000,0.000,0.000,19096.000,5282.000,0.000
2021-05-03,1.527,1.125,161.000,431928.000,431928.000,727.000,727.000,0.000,0.000,19617.000,5304.000,0.000
2021-05-04,1.527,1.123,172.000,441233.000,441233.000,749.000,749.000,0.000,0.000,20138.000,5326.000,0.000
2021-05-05,1.527,1.121,174.000,450510.000,450510.000,770.000,770.000,0.000,0.000,20660.000,5348.000,0.000
2021-05-06,1.527,1.119,193.000,459743.000,459743.000,792.000,792.000,0.000,0.000,21184.000,5371.000,0.000
2021-05-07,1.527,1.117,185.000,468916.000,468916.000,814.000,814.000,0.000,0.000,21708.000,5393.000,0.000
2021-05-08,1.527,1.116,155.000,478012.000,478012.000,836.000,836.000,0.000,0.000,22233.000,5415.000,0.000
2021-05-09,1.527,1.114,193.000,487013.000,487013.000,858.000,858.000,0.000,0.000,22759.000,5437.000,0.000
2021-05-10,1.527,1.112,258.000,495903.000,495903.000,880.000,880.000,0.000,0.000,23284.000,5459.000,0.000
2021-05-11,1.527,1.110,274.000,504663.000,504663.000,902.000,902.000,0.000,0.000,23809.000,5481.000,0.000
2021-05-12,1.527,1.108,291.000,513275.000,513275.000,924.000,924.000,0.000,0.000,24332.000,5502.000,0.000
2021-05-13,1.527,1.106,304.000,521720.000,521720.000,945.000,945.000,0.000,0.000,24854.000,5524.000,0.000
2021-05-14,1.527,1.104,321.000,529981.000,529981.000,967.000,967.000,0.000,0.000,25373.000,5545.000,0.000
2021-05-15,1.527,1.102,328.000,538038.000,538038.000,988.000,988.000,0.000,0.000,25889.000,5566.000,0.000
2021-05-16,1.527,1.100,319.000,545873.000,545873.000,1009.000,1009.000,0.000,0.000,26402.000,5586.000,0.000
2021-05-17,1.527,1.098,405.000,553467.000,553467.000,1030.000,1030.000,0.000,0.000,26909.000,5607.000,0.000
2021-05-18,1.527,1.096,398.000,560802.000,560802.000,1051.000,1051.000,0.000,0.000,27411.000,5626.000,0.000
2021-05-19,1.527,1.094,395.000,567860.000,567860.000,1071.000,1071.000,0.000,0.000,27906.000,5646.000,0.000
2021-05-20,1.527,1.092,388.000,574622.000,574622.000,1090.000,1090.000,0.000,0.000,28394.000,5665.000,0.000
2021-05-21,1.527,1.089,453.000,581072.000,581072.000,1110.000,1110.000,0.000,0.000,28873.000,5683.000,0.000
2021-05-22,1.527,1.087,380.000,587193.000,587193.000,1128.000,1128.000,0.000,0.000,29343.000,5701.000,0.000
2021-05-23,1.527,1.085,374.000,592969.000,592969.000,1146.000,1146.000,0.000,0.000,29803.000,5718.000,0.000
2021-05-24,1.527,1.083,454.000,598384.000,598384.000,1164.000,1164.000,0.000,0.000,30251.000,5734.000,0.000
2021-05-25,1.527,1.081,,603424.000,603424.000,1181.000,1181.000,0.000,0.000,30688.000,5750.000,0.000
2021-05-26,1.527,1.078,,608074.000,608074.000,1197.000,1197.000,0.000,0.000,31111.000,5765.000,0.000
2021-05-27,1.527,1.076,,612323.000,612323.000,1213.000,1213.000,0.000,0.000,31520.000,5780.000,0.000
2021-05-28,1.527,1.026,,616159.000,616159.000,1228.000,1228.000,0.000,0.000,31914.000,5793.000,0.000
2021-05-29,1.527,1.021,,619571.000,619571.000,1242.000,1242.000,0.000,0.000,32292.000,5806.000,0.000
2021-05-30,1.527,1.016,,622527.000,622527.000,1255.000,1255.000,0.000,0.000,32653.000,5817.000,0.000
2021-05-31,1.527,1.011,,625015.000,625015.000,1267.000,1267.000,0.000,0.000,32996.000,5828.000,0.000
2021-06-01,1.527,1.006,,627034.000,627034.000,1279.000,1279.000,0.000,0.000,33320.000,5838.000,0.000
2021-06-02,1.527,1.001,,628587.000,628587.000,1289.000,1289.000,0.000,0.000,33625.000,5847.000,0.000
2021-06-03,1.527,0.996,,629677.000,629677.000,1299.000,1299.000,0.000,0.000,33909.000,5854.000,0.000
2021-06-04,1.527,0.991,,630304.000,630304.000,1307.000,1307.000,0.000,0.000,34172.000,5861.000,0.000
2021-06-05,1.527,0.986,,630470.000,630470.000,1315.000,1315.000,0.000,0.000,34413.000,5867.000,0.000
2021-06-06,1.527,0.982,,630175.000,630175.000,1321.000,1321.000,0.000,0.000,34632.000,5872.000,0.000
2021-06-07,1.527,0.977,,629422.000,629422.000,1327.000,1327.000,0.000,0.000,34827.000,5875.000,0.000
2021-06-08,1.527,0.972,,628213.000,628213.000,1331.000,1331.000,0.000,0.000,34998.000,5878.000,0.000
2021-06-09,1.527,0.967,,626554.000,626554.000,1334.000,1334.000,0.000,0.000,35146.000,5879.000,0.000
2021-06-10,1.527,0.963,,624451.000,624451.000,1337.000,1337.000,0.000,0.000,35269.000,5879.000,0.000
2021-06-11,1.527,0.958,,621909.000,621909.000,1338.000,1338.000,0.000,0.000,35367.000,5879.000,0.000
2021-06-12,1.527,0.953,,618939.000,618939.000,1338.000,1338.000,0.000,0.000,35441.000,5877.000,0.000
2021-06-13,1.527,0.949,,615549.000,615549.000,1337.000,1337.000,0.000,0.000,35490.000,5874.000,0.000
2021-06-14,1.527,0.945,,611750.000,611750.000,1335.000,1335.000,0.000,0.000,35513.000,5870.000,0.000
2021-06-15,1.527,0.940,,607555.000,607555.000,1332.000,1332.000,0.000,0.000,35512.000,5865.000,0.000
2021-06-16,1.527,0.936,,602975.000,602975.000,1328.000,1328.000,0.000,0.000,35486.000,5859.000,0.000
2021-06-17,1.527,0.932,,598025.000,598025.000,1323.000,1323.000,0.000,0.000,35435.000,5852.000,0.000
2021-06-18,1.527,0.928,,592720.000,592720.000,1317.000,1317.000,0.000,0.000,35360.000,5844.000,125023.000
2021-06-19,1.527,0.923,,587073.000,587073.000,1310.000,1310.000,0.000,0.000,35260.000,5835.000,425023.000
2021-06-20,1.527,0.919,,581100.000,581103.000,1302.000,1302.000,2.000,0.000,35136.000,5825.000,724967.000
2021-06-21,1.527,0.915,,574809.000,574824.000,1293.000,1293.000,15.000,0.000,34989.000,5814.000,981360.000
2021-06-22,1.527,0.910,,568199.000,568255.000,1283.000,1283.000,55.000,0.000,34816.000,5803.000,1281360.000
2021-06-23,1.527,0.905,,561267.000,561412.000,1272.000,1272.000,145.000,0.000,34615.000,5790.000,1576941.000
2021-06-24,1.527,0.900,,554006.000,554313.000,1259.000,1260.000,307.000,1.000,34383.000,5776.000,1842474.000
2021-06-25,1.527,0.895,,546410.000,546976.000,1246.000,1248.000,566.000,2.000,34113.000,5760.000,2142474.000
2021-06-26,1.527,0.890,,538479.000,539419.000,1231.000,1235.000,940.000,4.000,33802.000,5744.000,2442474.000
2021-06-27,1.527,0.885,,530217.000,531661.000,1213.000,1221.000,1444.000,7.000,33444.000,5725.000,2742470.000
2021-06-28,1.527,0.880,,521630.000,523718.000,1194.000,1206.000,2088.000,12.000,33037.000,5705.000,3041366.000
2021-06-29,1.527,0.875,,512733.000,515610.000,1172.000,1191.000,2877.000,18.000,32577.000,5683.000,3341366.000
2021-06-30,1.527,0.870,,503542.000,507353.000,1148.000,1175.000,3811.000,26.000,32066.000,5659.000,3641366.000
2021-07-01,1.527,0.865,,494078.000,498966.000,1121.000,1158.000,4888.000,37.000,31502.000,5634.000,3941366.000
2021-07-02,1.527,0.860,,484364.000,490466.000,1092.000,1141.000,6102.000,49.000,30889.000,5606.000,4241366.000
2021-07-03,1.527,0.855,,474426.000,481869.000,1060.000,1123.000,7443.000,63.000,30230.000,5577.000,4541366.000
2021-07-04,1.527,0.851,,464290.000,473192.000,1026.000,1105.000,8902.000,79.000,29530.000,5546.000,4841366.000
2021-07-05,1.527,0.846,,453983.000,464450.000,990.000,1086.000,10467.000,97.000,28792.000,5514.000,5141366.000
2021-07-06,1.527,0.842,,443535.000,455660.000,952.000,1067.000,12125.000,116.000,28024.000,5480.000,5441366.000
2021-07-07,1.527,0.838,,432973.000,446836.000,913.000,1048.000,13863.000,136.000,27229.000,5445.000,5741366.000
2021-07-08,1.527,0.834,,422327.000,437992.000,872.000,1028.000,15665.000,156.000,26415.000,5410.000,6041366.000
2021-07-09,1.527,0.830,,411624.000,429142.000,831.000,1009.000,17518.000,178.000,25586.000,5374.000,6341366.000
2021-07-10,1.527,0.827,,400894.000,420300.000,790.000,988.000,19406.000,199.000,24749.000,5337.000,6641366.000
2021-07-11,1.527,0.823,,390162.000,411478.000,748.000,968.000,21316.000,220.000,23908.000,5301.000,6941366.000
2021-07-12,1.527,0.820,,379454.000,402687.000,707.000,948.000,23234.000,241.000,23068.000,5265.000,7241366.000
2021-07-13,1.527,0.817,,368793.000,393939.000,666.000,927.000,25147.000,261.000,22233.000,5229.000,7541366.000
2021-07-14,1.527,0.813,,358201.000,385245.000,626.000,906.000,27044.000,280.000,21408.000,5193.000,7841366.000
2021-07-15,1.527,0.810,,347697.000,376614.000,587.000,885.000,28917.000,298.000,20594.000,5158.000,8141366.000
2021-07-16,1.527,0.806,,337298.000,368055.000,549.000,865.000,30757.000,316.000,19796.000,5124.000,8441366.000
2021-07-17,1.527,0.803,,327017.000,359577.000,512.000,844.000,32560.000,331.000,19014.000,5090.000,8741366.000
2021-07-18,1.527,0.799,,316867.000,351188.000,477.000,823.000,34321.000,346.000,18252.000,5058.000,9041366.000
2021-07-19,1.527,0.796,,306857.000,342896.000,443.000,802.000,36039.000,359.000,17510.000,5026.000,9341366.000
2021-07-20,1.527,0.792,,296994.000,334706.000,410.000,782.000,37712.000,371.000,16789.000,4995.000,9641366.000
2021-07-21,1.527,0.788,,287287.000,326626.000,379.000,761.000,39339.000,382.000,16089.000,4966.000,9941366.000
2021-07-22,1.527,0.785,,277739.000,318660.000,349.000,741.000,40921.000,391.000,15412.000,4937.000,10241366.000
2021-07-23,1.527,0.781,,268357.000,310814.000,323.000,721.000,42457.000,397.000,14758.000,4907.000,10541366.000
2021-07-24,1.527,0.778,,259144.000,303091.000,308.000,700.000,43947.000,393.000,14126.000,4867.000,10841366.000
2021-07-25,1.527,0.774,,250105.000,295496.000,298.000,681.000,45391.000,383.000,13516.000,4813.000,11141366.000
2021-07-26,1.527,0.771,,241244.000,288033.000,289.000,661.000,46788.000,372.000,12928.000,4744.000,11441366.000
2021-07-27,1.527,0.768,,232565.000,280703.000,281.000,641.000,48138.000,361.000,12362.000,4662.000,11741366.000
2021-07-28,1.527,0.765,,224072.000,273510.000,272.000,622.000,49438.000,350.000,11816.000,4569.000,12041366.000
2021-07-29,1.527,0.762,,215768.000,266456.000,264.000,603.000,50688.000,340.000,11292.000,4466.000,12341366.000
2021-07-30,1.527,0.759,,207656.000,259542.000,255.000,585.000,51886.000,329.000,10787.000,4355.000,12641366.000
2021-07-31,1.527,0.756,,199740.000,252769.000,247.000,566.000,53029.000,320.000,10302.000,4237.000,12941366.000
2021-08-01,1.527,0.754,,192023.000,246139.000,238.000,548.000,54115.000,310.000,9836.000,4113.000,13241366.000
2021-08-02,1.527,0.751,,184507.000,239651.000,229.000,530.000,55144.000,301.000,9389.000,3985.000,13541366.000
2021-08-03,1.527,0.749,,177194.000,233307.000,221.000,513.000,56113.000,292.000,8959.000,3854.000,13841366.000
2021-08-04,1.527,0.747,,170085.000,227105.000,212.000,496.000,57020.000,283.000,8546.000,3721.000,14141366.000
2021-08-05,1.527,0.745,,163182.000,221046.000,204.000,479.000,57865.000,275.000,8151.000,3587.000,14441366.000
2021-08-06,1.527,0.742,,156484.000,215130.000,196.000,462.000,58646.000,267.000,7771.000,3453.000,14741366.000
2021-08-07,1.527,0.740,,149992.000,209354.000,187.000,446.000,59362.000,259.000,7407.000,3319.000,15041366.000
2021-08-08,1.527,0.738,,143704.000,203719.000,179.000,430.000,60015.000,251.000,7057.000,3186.000,15341366.000
2021-08-09,1.527,0.735,,137619.000,198223.000,172.000,414.000,60604.000,243.000,6723.000,3055.000,15641366.000
2021-08-10,1.527,0.733,,131733.000,192865.000,164.000,399.000,61132.000,235.000,6402.000,2926.000,15941366.000
2021-08-11,1.527,0.731,,126045.000,187642.000,157.000,385.000,61597.000,228.000,6094.000,2800.000,16241366.000
2021-08-12,1.527,0.728,,120550.000,182554.000,149.000,375.000,62004.000,226.000,5800.000,2676.000,16544214.000
2021-08-13,1.527,0.726,,115247.000,177598.000,142.000,369.000,62352.000,227.000,5518.000,2556.000,16705039.000
2021-08-14,1.527,0.724,,110130.000,172773.000,136.000,364.000,62644.000,228.000,5247.000,2439.000,16811653.000
2021-08-15,1.527,0.722,,105196.000,168077.000,129.000,358.000,62881.000,229.000,4989.000,2325.000,16811653.000
2021-08-16,1.527,0.720,,100443.000,163506.000,123.000,353.000,63064.000,230.000,4742.000,2215.000,16811653.000
2021-08-17,1.527,0.719,,95867.000,159060.000,117.000,347.000,63193.000,230.000,4505.000,2109.000,16811653.000
2021-08-18,1.527,0.718,,91468.000,154736.000,111.000,341.000,63268.000,230.000,4279.000,2006.000,16811653.000
2021-08-19,1.527,0.717,,87244.000,150532.000,106.000,335.000,63287.000,229.000,4063.000,1908.000,16811653.000
2021-08-20,1.527,0.717,,83195.000,146444.000,100.000,329.000,63250.000,228.000,3857.000,1813.000,16811653.000
2021-08-21,1.527,0.717,,79317.000,142471.000,95.000,322.000,63155.000,227.000,3661.000,1722.000,16811653.000
2021-08-22,1.527,0.716,,75609.000,138611.000,90.000,316.000,63002.000,225.000,3473.000,1635.000,16811653.000
2021-08-23,1.527,0.717,,72067.000,134860.000,86.000,309.000,62794.000,223.000,3295.000,1552.000,16811653.000
2021-08-24,1.527,0.717,,68687.000,131217.000,81.000,302.000,62530.000,221.000,3125.000,1472.000,16811653.000
2021-08-25,1.527,0.717,,65465.000,127679.000,77.000,296.000,62214.000,219.000,2964.000,1396.000,16811653.000
2021-08-26,1.527,0.718,,62395.000,124243.000,73.000,289.000,61848.000,216.000,2811.000,1324.000,16811653.000
2021-08-27,1.527,0.718,,59472.000,120907.000,69.000,282.000,61435.000,213.000,2666.000,1255.000,16811653.000
2021-08-28,1.527,0.719,,56691.000,117668.000,66.000,276.000,60978.000,210.000,2528.000,1189.000,16811653.000
2021-08-29,1.527,0.719,,54045.000,114525.000,62.000,269.000,60480.000,207.000,2397.000,1127.000,16811653.000
