date,loc_grand_name,TotDeaMeRaA00S00,DayDeaMeRaA00S00,DayDeaMeRaA00S00_CF2,DayDeaMeRaA00S00_CF3,DayDeaMeRaA00S00_CF4,TotDeaMeRaA00S00_CF2,TotDeaMeRaA00S00_CF3,TotDeaMeRaA00S00_CF4,DayCasMeRaA00S00,TotCasMeRaA00S00,DayCasMeRaA00S00_CF2,DayCasMeRaA00S00_CF5,TotCasMeRaA00S00_CF2,TotCasMeRaA00S00_CF5,TotRecMeRaA00S00,DayRecMeRaA00S00,DayCfrMeRaA00S00,DayActMeRaA00S00,DayDeaMeSmA00S00,DayDeaMeSmA00S00_CF3,DayDeaMeSmA00S00_CF4,DayCasMeSmA00S00,DayCasMeRaA00S00_CF5_window,DayCasMeSmA00S00_CF5,DayDeaMeSmA00S00P1V,DayDeaMeSmA00S00P1D,DayDeaMeSmA00S00P2V,DayDeaMeSmA00S00P2D,DayDeaMeSmA00S00P3V,DayDeaMeSmA00S00P3D,DayDeaMeSmA00S00P4V,DayDeaMeSmA00S00P4D,DayDeaMeSmA00S00P5V,DayDeaMeSmA00S00P5D,DayDeaMeSmA00S00PP1V,DayDeaMeSmA00S00PP1D,DayDeaMeSmA00S00PP2V,DayDeaMeSmA00S00PP2D,DayDeaMeSmA00S00PP3V,DayDeaMeSmA00S00PP3D,DayDeaMeSmA00S00PP4V,DayDeaMeSmA00S00PP4D,DayDeaMeSmA00S00PP5V,DayDeaMeSmA00S00PP5D,DayDeaMeSmA00S00PD,DayDeaMeSmA00S00PV,DayDeaMeSmA00S00PPD,DayDeaMeSmA00S00PPV,DayCasMeSmA00S00P1V,DayCasMeSmA00S00P1D,DayCasMeSmA00S00P2V,DayCasMeSmA00S00P2D,DayCasMeSmA00S00P3V,DayCasMeSmA00S00P3D,DayCasMeSmA00S00P4V,DayCasMeSmA00S00P4D,DayCasMeSmA00S00P5V,DayCasMeSmA00S00P5D,DayCasMeSmA00S00PP1V,DayCasMeSmA00S00PP1D,DayCasMeSmA00S00PP2V,DayCasMeSmA00S00PP2D,DayCasMeSmA00S00PP3V,DayCasMeSmA00S00PP3D,DayCasMeSmA00S00PP4V,DayCasMeSmA00S00PP4D,DayCasMeSmA00S00PP5V,DayCasMeSmA00S00PP5D,DayCasMeSmA00S00PD,DayCasMeSmA00S00PV,DayCasMeSmA00S00PPD,DayCasMeSmA00S00PPV,wave5day,DayCasMeSmA00S00wave5,DayCasMeSmA00S00wave6,DayCasMeSmA00S00wave6_CF5,DayDeaMeSmA00S00wave5,DayDeaMeSmA00S00wave6,DayDeaMeSmA00S00wave5_CF3,DayDeaMeSmA00S00wave6_CF3,DayDeaMeSmA00S00wave6_CF4
26May2020,Iran,7508,57,114,171,228,15016,22524,30032,1787,139511,3574,,279022,697555,109437,1724,3.1897035,22566,54.50893,163.52678,218.03572,2163.5537,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
27May2020,Iran,7564,56,112,168,224,15128,22692,30256,2080,141591,4160,,283182,707955,111176,1739,2.6923077,22851,55.32143,165.96428,221.28572,2225.0894,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
28May2020,Iran,7627,63,126,189,252,15254,22881,30508,2258,143849,4516,,287698,719245,112988,1812,2.7900798,23234,56.910713,170.73215,227.64285,2314.7947,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
29May2020,Iran,7677,50,100,150,200,15354,23031,30708,2819,146668,5638,,293336,733340,114931,1943,1.7736787,24060,59.080357,177.24107,236.32143,2436.0447,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
30May2020,Iran,7734,57,114,171,228,15468,23202,30936,2282,148950,4564,,297900,744750,116827,1896,2.4978089,24389,61.080357,183.24107,244.32143,2571.1697,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
31May2020,Iran,7797,63,126,189,252,15594,23391,31188,2516,151466,5032,,302932,757330,118848,2021,2.5039747,24821,62.9375,188.8125,251.75,2700.8394,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
01Jun2020,Iran,7878,81,162,243,324,15756,23634,31512,2979,154445,5958,,308890,772225,121004,2156,2.7190332,25563,64.464287,193.39285,257.85715,2808.5625,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
02Jun2020,Iran,7942,64,128,192,256,15884,23826,31768,3117,157562,6234,,315124,787810,123077,2073,2.0532563,26543,65.678574,197.03572,262.71429,2865.4822,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
03Jun2020,Iran,8012,70,140,210,280,16024,24036,32048,3134,160696,6268,,321392,803480,125206,2129,2.2335672,27478,66.85714,200.57143,267.42856,2869.8125,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,22069,2869.8125,,,,,,,,,,,
04Jun2020,Iran,8071,59,118,177,236,16142,24213,32284,3574,164270,7148,,328540,821350,127485,2279,1.6508114,28714,67.839287,203.51785,271.35715,2823.634,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
05Jun2020,Iran,8134,63,126,189,252,16268,24402,32536,2886,167156,5772,,334312,835780,129741,2256,2.1829522,29281,68.758926,206.27678,275.03571,2726.9644,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
06Jun2020,Iran,8209,75,150,225,300,16418,24627,32836,2269,169425,4538,,338850,847125,132038,2297,3.3054209,29178,69.883926,209.65178,279.53571,2603.6519,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
07Jun2020,Iran,8281,72,144,216,288,16562,24843,33124,2364,171789,4728,,343578,858945,134349,2311,3.0456853,29159,71.116074,213.34821,284.46429,2473.9822,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
08Jun2020,Iran,8351,70,140,210,280,16702,25053,33404,2043,173832,4086,,347664,869160,136360,2011,3.4263339,29121,72.73214,218.19643,290.92856,2358.8572,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
09Jun2020,Iran,8425,74,148,222,296,16850,25275,33700,2095,175927,4190,,351854,879635,138457,2097,3.5322196,29045,74.85714,224.57143,299.42856,2284.759,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
10Jun2020,Iran,8506,81,162,243,324,17012,25518,34024,2011,177938,4022,,355876,889690,140590,2133,4.0278468,28842,77.544647,232.63393,310.17859,2256.7412,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
11Jun2020,Iran,8584,78,156,234,312,17168,25752,34336,2218,180156,4436,,360312,900780,142663,2073,3.5166817,28909,81.303574,243.91072,325.21429,2268.1697,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
12Jun2020,Iran,8659,75,150,225,300,17318,25977,34636,2369,182525,4738,,365050,912625,144649,1986,3.1658928,29217,85.6875,257.0625,342.75,2310.4644,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
13Jun2020,Iran,8730,71,142,213,284,17460,26190,34920,2430,184955,4860,,369910,924775,146748,2099,2.9218106,29477,90.5,271.5,362,2366.4644,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
14Jun2020,Iran,8837,107,214,321,428,17674,26511,35348,2472,187427,4944,,374854,937135,148674,1926,4.3284788,29916,95.508926,286.52679,382.03571,2422.2322,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
15Jun2020,Iran,8950,113,226,339,452,17900,26850,35800,2449,189876,4898,,379752,949380,150590,1916,4.6141281,30336,100.0625,300.1875,400.25,2467.5447,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
16Jun2020,Iran,9065,115,230,345,460,18130,27195,36260,2563,192439,5126,,384878,962195,152675,2085,4.4869294,30699,104.36607,313.09821,417.46429,2497.7231,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
17Jun2020,Iran,9185,120,240,360,480,18370,27555,36740,2612,195051,5224,,390102,975255,154812,2137,4.5941806,31054,108.05357,324.16071,432.21429,2510.9465,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
18Jun2020,Iran,9272,87,174,261,348,18544,27816,37088,2596,197647,5192,,395294,988235,156991,2179,3.3513098,31384,110.82143,332.46429,443.28571,2512.5981,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
19Jun2020,Iran,9392,120,240,360,480,18784,28176,37568,2615,200262,5230,,400524,1001310,159192,2201,4.5889101,31678,113.27679,339.83035,453.10715,2509.8928,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
20Jun2020,Iran,9507,115,230,345,460,19014,28521,38028,2322,202584,4644,,405168,1012920,161384,2192,4.9526272,31693,115.29464,345.88394,461.17856,2504.1072,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
21Jun2020,Iran,9623,116,232,348,464,19246,28869,38492,2368,204952,4736,,409904,1024760,163591,2207,4.8986487,31738,117.25893,351.77679,469.03571,2500.7412,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
22Jun2020,Iran,9742,119,238,357,476,19484,29226,38968,2573,207525,5146,,415050,1037625,166427,2836,4.6249514,31356,119.58035,358.74109,478.32141,2501.3572,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
23Jun2020,Iran,9863,121,242,363,484,19726,29589,39452,2445,209970,4890,,419940,1049850,169160,2733,4.9488754,30947,121.88393,365.65179,487.53571,2504.7144,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
24Jun2020,Iran,9996,133,266,399,532,19992,29988,39984,2531,212501,5062,,425002,1062505,172096,2936,5.2548399,30409,124.65179,373.95535,498.60715,2511.7947,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
25Jun2020,Iran,10130,134,268,402,536,20260,30390,40520,2595,215096,5190,,430192,1075480,175103,3007,5.1637764,29863,127.83036,383.49106,511.32144,2519.3125,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
26Jun2020,Iran,10239,109,218,327,436,20478,30717,40956,2628,217724,5256,,435448,1088620,177852,2749,4.1476407,29633,131.16072,393.48215,524.64288,2524.8928,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
27Jun2020,Iran,10364,125,250,375,500,20728,31092,41456,2456,220180,4912,,440360,1100900,180661,2809,5.0895767,29155,134.69643,404.08929,538.78571,2528.6338,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
28Jun2020,Iran,10508,144,288,432,576,21016,31524,42032,2489,222669,4978,,445338,1113345,183310,2649,5.7854562,28851,138.08035,414.24106,552.32141,2530.375,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
29Jun2020,Iran,10670,162,324,486,648,21340,32010,42680,2536,225205,5072,,450410,1126025,186180,2870,6.3880124,28355,141.42857,424.28571,565.71429,2531.625,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
30Jun2020,Iran,10817,147,294,441,588,21634,32451,43268,2457,227662,4914,,455324,1138310,188758,2578,5.9829059,28087,144.72322,434.16965,578.89288,2533.1338,,,137.60715,04Apr2020,215.05357,24Jul2020,470.88391,18Nov2020,428.02679,26Apr2021,639.70532,25Aug2021,51.339287,13May2020,112.33929,30Aug2020,68.696426,10Feb2021,122.3125,21Jun2021,22.026787,18Jan2022,,,,,2923.0356,31Mar2020,2869.8125,03Jun2020,13579.866,28Nov2020,23945.277,17Apr2021,38735.945,14Aug2021,1035.1786,30Apr2020,1861.0803,01Sep2020,6103,19Jan2021,8230.7588,06Jun2021,1399.0447,06Jan2022,,,,,,,,,,,,,
